"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042303","BP","GO:0042303","molting cycle","6/272","88/12275",0.0133549732903373,0.048063746629712,0.0299040130957152,"Sec13/mgl/sgg/arm/SrpRbeta/Eip75B",6
"GO:0045995","BP","GO:0045995","regulation of embryonic development","6/272","88/12275",0.0133549732903373,0.048063746629712,0.0299040130957152,"par-1/mago/ben/eIF4E1/cnc/Syx1A",6
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","7/272","114/12275",0.0133819392642377,0.0480758558752243,0.0299115471533318,"Sema1a/Imp/sgg/Prosap/kuz/Rheb/mas",7
"GO:0009628","BP","GO:0009628","response to abiotic stimulus","18/272","458/12275",0.0135097633322061,0.04844962659807,0.0301440975759379,"Hsp26/DnaJ-1/rpr/CG33129/Sec13/l(3)L1231/InR/Hsp68/CG5446/Pp1-87B/Gprk1/Tpi/Fkbp59/CrebB/Hsp70Bc/hid/Hsp23/CHES-1-like",18
"GO:0055001","BP","GO:0055001","muscle cell development","5/272","64/12275",0.0135582180887773,0.0485379441947968,0.030199046487629,"CanB2/mask/sd/ens/sty",5
"GO:0048878","BP","GO:0048878","chemical homeostasis","12/272","261/12275",0.0135877556480035,0.0485583478157599,0.0302117410899284,"Cnx99A/Myc/InR/Hex-A/CG6523/Eno/Tpi/Atox1/Rheb/fwe/CG30377/SNF4Agamma",12
"GO:0045886","BP","GO:0045886","negative regulation of synaptic growth at neuromuscular junction","4/272","42/12275",0.0136361473935782,0.0485608955257323,0.0302133262088116,"SkpA/sgg/Mob2/plum",4
"GO:1904397","BP","GO:1904397","negative regulation of neuromuscular junction development","4/272","42/12275",0.0136361473935782,0.0485608955257323,0.0302133262088116,"SkpA/sgg/Mob2/plum",4
"GO:0006469","BP","GO:0006469","negative regulation of protein kinase activity","3/272","23/12275",0.0137298184018863,0.0486581821836393,0.0302738554370988,"kek1/sgg/sty",3
"GO:0042387","BP","GO:0042387","plasmatocyte differentiation","3/272","23/12275",0.0137298184018863,0.0486581821836393,0.0302738554370988,"lwr/sty/Ras85D",3
"GO:0001709","BP","GO:0001709","cell fate determination","8/272","142/12275",0.0137351275187003,0.0486581821836393,0.0302738554370988,"spen/par-1/arm/rho/alpha-Spec/AGO1/kuz/Ras85D",8
"GO:0042752","BP","GO:0042752","regulation of circadian rhythm","6/272","89/12275",0.0140628063640246,0.0497325287561079,0.0309422859325395,"InR/sgg/cwo/dod/CrebB/hid",6
"GO:0000502","CC","GO:0000502","proteasome complex","12/266","62/11938",9.38185502219555e-09,1.60898813630654e-06,1.22457897131816e-06,"Prosbeta4/Prosalpha3/Pomp/Prosbeta1/Prosbeta3/Prosalpha4/Prosalpha2/Prosbeta5/Rpt4/Rpt3/Prosbeta2/Rpn8",12
"GO:1905369","CC","GO:1905369","endopeptidase complex","12/266","62/11938",9.38185502219555e-09,1.60898813630654e-06,1.22457897131816e-06,"Prosbeta4/Prosalpha3/Pomp/Prosbeta1/Prosbeta3/Prosalpha4/Prosalpha2/Prosbeta5/Rpt4/Rpt3/Prosbeta2/Rpn8",12
"GO:0005839","CC","GO:0005839","proteasome core complex","8/266","26/11938",6.0355356362587e-08,6.90062907745578e-06,5.25197486944616e-06,"Prosbeta4/Prosalpha3/Prosbeta1/Prosbeta3/Prosalpha4/Prosalpha2/Prosbeta5/Prosbeta2",8
"GO:1905368","CC","GO:1905368","peptidase complex","12/266","90/11938",6.83542243533631e-07,5.86137473830089e-05,4.4610125367458e-05,"Prosbeta4/Prosalpha3/Pomp/Prosbeta1/Prosbeta3/Prosalpha4/Prosalpha2/Prosbeta5/Rpt4/Rpt3/Prosbeta2/Rpn8",12
"GO:0045177","CC","GO:0045177","apical part of cell","15/266","157/11938",2.19880699127833e-06,0.000150838159601694,0.000114800870281479,"kek1/Moe/cindr/mgl/RhoGAP71E/arm/rho/Spn/boca/ens/crb/btsz/sty/kibra/Fbxl7",15
"GO:0005700","CC","GO:0005700","polytene chromosome","17/266","208/11938",4.0148136149357e-06,0.000229513511653824,0.000174679609912992,"Ubi-p5E/Trf2/Su(var)205/Moe/Sec13/east/Pits/Gug/akirin/Su(Tpl)/His2Av/Psc/cnc/Pp1-87B/Hel25E/vig2/e(y)3",17
"GO:0030054","CC","GO:0030054","cell junction","24/266","420/11938",2.27363016516968e-05,0.00111407878093314,0.00084791019693546,"Moe/Cirl/lft/dl/par-1/sgg/Sap47/Pdk1/arm/eIF4E1/CanB2/Rab2/alpha-Spec/Prosap/Gli/Spn/Syx1A/Arf51F/crb/Rpt3/Atg8a/kibra/fwe/Fbxl7",24
"GO:0019774","CC","GO:0019774","proteasome core complex, beta-subunit complex","4/266","11/11938",7.02969092375547e-05,0.00301397998356016,0.00229389914354126,"Prosbeta1/Prosbeta3/Prosbeta5/Prosbeta2",4
"GO:0005753","CC","GO:0005753","mitochondrial proton-transporting ATP synthase complex","5/266","25/11938",0.000194975917633543,0.00632667458792286,0.00481514591930296,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB",5
"GO:0045259","CC","GO:0045259","proton-transporting ATP synthase complex","5/266","25/11938",0.000194975917633543,0.00632667458792286,0.00481514591930296,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB",5
"GO:0045202","CC","GO:0045202","synapse","17/266","283/11938",0.000202896269583532,0.00632667458792286,0.00481514591930296,"Cirl/dl/par-1/sgg/Sap47/Pdk1/eIF4E1/CanB2/Rab2/alpha-Spec/Prosap/Gli/Spn/Syx1A/Rpt3/Atg8a/fwe",17
"GO:0031594","CC","GO:0031594","neuromuscular junction","8/266","77/11938",0.000304573770434193,0.00870573360491069,0.00662581535681402,"dl/par-1/sgg/Pdk1/eIF4E1/Rab2/alpha-Spec/Prosap",8
"GO:0005701","CC","GO:0005701","polytene chromosome chromocenter","4/266","17/11938",0.000456175274336249,0.0120360091613333,0.009160442755902,"Su(var)205/His2Av/vig2/e(y)3",4
"GO:0098800","CC","GO:0098800","inner mitochondrial membrane protein complex","11/266","150/11938",0.000528861840903708,0.0129571151021408,0.00986148395068568,"ATPsynG/ATPsynbeta/Tim17b/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Tim23/ND-18/Tim8/ND-19",11
"GO:0005703","CC","GO:0005703","polytene chromosome puff","6/266","49/11938",0.0007239315197196,0.0165539007509215,0.0125989485537165,"Su(var)205/Moe/Sec13/Su(Tpl)/cnc/vig2",6
"GO:0016324","CC","GO:0016324","apical plasma membrane","7/266","71/11938",0.000993115799658714,0.0212899199551837,0.0162034683102211,"kek1/Moe/mgl/arm/crb/btsz/kibra",7
"GO:0033178","CC","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","4/266","22/11938",0.00128439375719403,0.0259145328657383,0.0197231982528866,"ATPsynbeta/ATPsyngamma/ATPsynO/Vha14-1",4
"GO:0010369","CC","GO:0010369","chromocenter","4/266","24/11938",0.00180162639124326,0.0329592228642752,0.0250848159286182,"Su(var)205/His2Av/vig2/e(y)3",4
"GO:0098687","CC","GO:0098687","chromosomal region","12/266","201/11938",0.00182615426178234,0.0329592228642752,0.0250848159286182,"Ubi-p5E/Su(var)205/Moe/Sec13/Gug/Su(Tpl)/His2Av/Psc/cnc/lwr/vig2/e(y)3",12
"GO:0030424","CC","GO:0030424","axon","13/266","231/11938",0.00202473607534422,0.0329592228642752,0.0250848159286182,"Eb1/Imp/dl/par-1/InR/sgg/arm/Rab2/Prosap/Syx1A/plum/Atg8a/mas",13
"GO:0019773","CC","GO:0019773","proteasome core complex, alpha-subunit complex","3/266","12/11938",0.00207305113565836,0.0329592228642752,0.0250848159286182,"Prosalpha3/Prosalpha4/Prosalpha2",3
"GO:0016469","CC","GO:0016469","proton-transporting two-sector ATPase complex","6/266","60/11938",0.00211400263269404,0.0329592228642752,0.0250848159286182,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/Vha14-1",6
"GO:0000791","CC","GO:0000791","euchromatin","4/266","27/11938",0.00282378435084943,0.0421112187974502,0.0320502754695954,"Su(var)205/Sirt1/akirin/e(y)3",4
"GO:0035003","CC","GO:0035003","subapical complex","3/266","14/11938",0.00331865683482342,0.045307904553986,0.034483229490221,"Moe/lft/crb",3
"GO:0071598","CC","GO:0071598","neuronal ribonucleoprotein granule","3/266","14/11938",0.00331865683482342,0.045307904553986,0.034483229490221,"tral/eIF4E1/yps",3
"GO:0043195","CC","GO:0043195","terminal bouton","6/266","66/11938",0.00343441842100185,0.045307904553986,0.034483229490221,"dl/par-1/Rab2/Prosap/Syx1A/Atg8a",6
"GO:0004298","MF","GO:0004298","threonine-type endopeptidase activity","8/253","27/12122",5.07831089672718e-08,6.72488635865842e-06,5.28206107037712e-06,"Prosbeta4/Prosalpha3/Prosbeta1/Prosbeta3/Prosalpha4/Prosalpha2/Prosbeta5/Prosbeta2",8
"GO:0070003","MF","GO:0070003","threonine-type peptidase activity","8/253","27/12122",5.07831089672718e-08,6.72488635865842e-06,5.28206107037712e-06,"Prosbeta4/Prosalpha3/Prosbeta1/Prosbeta3/Prosalpha4/Prosalpha2/Prosbeta5/Prosbeta2",8
"GO:0051082","MF","GO:0051082","unfolded protein binding","13/253","93/12122",6.16962051253066e-08,6.72488635865842e-06,5.28206107037712e-06,"Hsp26/CCT3/DnaJ-1/Pfdn2/CCT2/Cnx99A/CCT6/Pfdn5/Pfdn6/Hsp68/CCT1/Hsp70Bc/Hsp23",13
"GO:0008134","MF","GO:0008134","transcription factor binding","17/253","181/12122",2.3233812933646e-07,1.89936420732556e-05,1.49185535679201e-05,"Trf2/DnaJ-1/HmgD/dl/Sirt1/Gug/Crtc/arm/E2f1/Ncoa6/Eip75B/sd/shn/dod/tna/HmgZ/DOR",17
"GO:0019899","MF","GO:0019899","enzyme binding","28/253","479/12122",8.11926879037019e-07,5.31000178890211e-05,4.17074017863227e-05,"Ubi-p63E/Ubi-p5E/Lk6/rpr/Myc/GEFmeso/Uev1A/Blimp-1/RhoGDI/RhoGAP18B/tral/arm/ben/CG42674/Mob2/AGO1/Su(Tpl)/mask/mwh/lwr/Pak3/crb/Pcf11/Atg8a/btsz/E(spl)malpha-BFM/hid/SNF4Agamma",28
"GO:0016776","MF","GO:0016776","phosphotransferase activity, phosphate group as acceptor","7/253","37/12122",9.57321012098711e-06,0.000521739951593798,0.00040980057360015,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/Adk2/Scsalpha1",7
"GO:0046933","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","5/253","19/12122",3.48358363163947e-05,0.00162733121078015,0.00127818707687223,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB",5
"GO:0015252","MF","GO:0015252","proton channel activity","5/253","20/12122",4.56604262747175e-05,0.00186636992397908,0.00146594000145146,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB",5
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","7/253","51/12122",8.39386026048365e-05,0.00304976922797573,0.00239544082287487,"Ubi-p63E/Ubi-p5E/rpr/ben/Atg8a/E(spl)malpha-BFM/hid",7
"GO:0003700","MF","GO:0003700","DNA-binding transcription factor activity","23/253","462/12122",0.000102048633681884,0.00320641653297165,0.00251847942715301,"Trf2/E(spl)mbeta-HLH/lola/Myc/Blimp-1/Pits/dl/bun/akirin/Mnt/E2f1/CG32767/cnc/cwo/mirr/Eip75B/sd/luna/shn/CrebB/ken/cbt/CHES-1-like",23
"GO:0044389","MF","GO:0044389","ubiquitin-like protein ligase binding","7/253","53/12122",0.000107861106613725,0.00320641653297165,0.00251847942715301,"Ubi-p63E/Ubi-p5E/rpr/ben/Atg8a/E(spl)malpha-BFM/hid",7
"GO:0008092","MF","GO:0008092","cytoskeletal protein binding","16/253","294/12122",0.00045164615092055,0.0119931514078518,0.00942001913251518,"Hsp26/Mlc-c/Eb1/Moe/CG1890/Arp3/alpha-Spec/Spn/mwh/mgr/ens/crb/Arpc5/CG6891/Arpc3A/CG12964",16
"GO:0003779","MF","GO:0003779","actin binding","9/253","110/12122",0.000483480604321062,0.0119931514078518,0.00942001913251518,"Moe/Arp3/alpha-Spec/Spn/mwh/Arpc5/CG6891/Arpc3A/CG12964",9
"GO:0017048","MF","GO:0017048","Rho GTPase binding","6/253","49/12122",0.000513468255993656,0.0119931514078518,0.00942001913251518,"GEFmeso/RhoGDI/RhoGAP18B/CG42674/mwh/Pak3",6
"GO:0000981","MF","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","15/253","279/12122",0.000768305608183245,0.0167490622583947,0.0131555486594184,"E(spl)mbeta-HLH/Myc/Blimp-1/Pits/dl/akirin/E2f1/CG32767/cwo/mirr/Eip75B/sd/luna/shn/cbt",15
"GO:0003712","MF","GO:0003712","transcription coregulator activity","10/253","148/12122",0.00107483019240367,0.020931268965431,0.0164404623452927,"Sirt1/Gug/mbf1/akirin/arm/CG5446/Eip75B/shn/tna/DOR",10
"GO:0031072","MF","GO:0031072","heat shock protein binding","5/253","38/12122",0.00108816994621507,0.020931268965431,0.0164404623452927,"stv/Hsp68/lwr/Fkbp59/Hsp70Bc",5
"GO:0031386","MF","GO:0031386","protein tag","3/253","11/12122",0.00130941893497482,0.0237877773187093,0.0186841064405764,"Ubi-p63E/Ubi-p5E/Atg8a",3
"GO:0001085","MF","GO:0001085","RNA polymerase II transcription factor binding","3/253","13/12122",0.0022005583182097,0.0375811612801001,0.0295181179859792,"Gug/sd/tna",3
"GO:0140297","MF","GO:0140297","DNA-binding transcription factor binding","6/253","65/12122",0.00229854197431805,0.0375811612801001,0.0295181179859792,"dl/Gug/Crtc/arm/shn/DOR",6
"GO:0004407","MF","GO:0004407","histone deacetylase activity","3/253","14/12122",0.00275781243309125,0.0392088985052539,0.0307966239667856,"Sirt1/Gug/HDAC4",3
"GO:0008138","MF","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","3/253","14/12122",0.00275781243309125,0.0392088985052539,0.0307966239667856,"puc/Mkp3/PRL-1",3
"GO:0033558","MF","GO:0033558","protein deacetylase activity","3/253","14/12122",0.00275781243309125,0.0392088985052539,0.0307966239667856,"Sirt1/Gug/HDAC4",3
"GO:0003713","MF","GO:0003713","transcription coactivator activity","6/253","69/12122",0.00311336691207034,0.0424196241769584,0.0333184880063668,"mbf1/arm/Eip75B/shn/tna/DOR",6
"GO:0005200","MF","GO:0005200","structural constituent of cytoskeleton","4/253","30/12122",0.00331326893368758,0.0426926002582508,0.0335328970320721,"Arp3/Arpc5/Arpc3A/LamC",4
"GO:0044183","MF","GO:0044183","protein folding chaperone","3/253","15/12122",0.00339451867496795,0.0426926002582508,0.0335328970320721,"Pfdn2/Hsp68/Hsp70Bc",3
"GO:0019900","MF","GO:0019900","kinase binding","7/253","95/12122",0.00368812109343447,0.0437090064012361,0.0343312330980254,"Lk6/arm/Mob2/mask/crb/Atg8a/SNF4Agamma",7
"GO:0061650","MF","GO:0061650","ubiquitin-like protein conjugating enzyme activity","4/253","31/12122",0.00374266721478474,0.0437090064012361,0.0343312330980254,"Uev1A/CG40045/ben/lwr",4
