"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","enrichment_factor"
"GO:0008594","GO:0008594","photoreceptor cell morphogenesis","8/1975","17/12275",0.00273833581697635,0.00754743992384592,0.00367885510281114,"msn/Ras85D/peb/Bsg/ben/crb/baz/Ire1",8,2.92479523454952
"GO:0031398","GO:0031398","positive regulation of protein ubiquitination","8/1975","17/12275",0.00273833581697635,0.00754743992384592,0.00367885510281114,"rpr/dod/SCCRO/Diap1/SCCRO4/Hrs/ben/fzr",8,2.92479523454952
"GO:0035212","GO:0035212","cell competition in a multicellular organism","8/1975","17/12275",0.00273833581697635,0.00754743992384592,0.00367885510281114,"Myc/Pi3K92E/fwe/shg/Rac1/SCCRO/brk/mbc",8,2.92479523454952
"GO:1905954","GO:1905954","positive regulation of lipid localization","8/1975","17/12275",0.00273833581697635,0.00754743992384592,0.00367885510281114,"upd2/Lsd-2/Pi3K92E/InR/Akt1/LpR2/SERCA/bmm",8,2.92479523454952
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","15/1975","32/12275",4.36185704591486e-05,0.000182779561967624,8.90923983521473e-05,"Pomp/Roc1a/sgg/trbl/Ufd1-like/wds/dco/SkpA/Pka-C1/PI31/sina/CG31855/CkIalpha/CG33144/Cul1",15,2.91337025316456
"GO:0007391","GO:0007391","dorsal closure","52/1975","111/12275",2.47780238147753e-14,4.4927699784904e-13,2.18991471649951e-13,"puc/Sec61alpha/cbt/kay/ed/Jra/scb/arm/Pvf1/Pvr/lwr/yrt/scaf/ena/raw/shn/msn/Rho1/Rab11/hep/rho/cv-c/FER/Rok/jar/Cka/Src42A/dlg1/Mbs/Abl/slpr/scrib/aop/Ras85D/peb/mmy/cora/Rac1/tkv/bsk/Nrx-IV/alph/Btk29A/Myo10A/Egfr/crb/Dok/shot/Cdc42/Pak/Mcr/mbc",52,2.91162048124073
"GO:0060541","GO:0060541","respiratory system development","118/1975","252/12275",6.36863437526568e-31,5.73774153246593e-29,2.79675226676963e-29,"hid/Trf2/CCT3/ed/Blimp-1/Mkp3/scb/arm/colt/Vha100-1/Gasp/Rheb/ich/mbf1/Cad88C/TSG101/esg/dally/Abd-B/noc/Timp/Gli/Ccm3/sty/RhoGEF64C/pasi1/Ubx/ft/Rho1/hdc/sqh/fz/Fas2/grh/InR/Mmp1/obst-A/wus/ttk/Ptp4E/rho/mew/cv-c/Src64B/wts/salm/Rbcn-3B/dmt/Lam/trn/h/elB/Src42A/Mrtf/caps/sgl/ago/Np/Akt1/Hr78/aPKC/pan/aop/exp/crok/Ras85D/bark/peb/cold/VhaPPA1-1/shg/Catsup/Lac/kune/pck/mmy/Vha26/cora/Rac1/tkv/btl/bou/ci/Zyx/Nrx-IV/kug/Smn/fj/DCTN1-p150/Dlic/Fhos/Mtp/Membrin/pasi2/Pu/Hrs/rhea/dpy/Moe/ple/bnl/vri/ct/Btk29A/Rab35/crim/Egfr/crb/baz/vari/AdamTS-A/shi/dia/csw/shot/Cdc42/Mcr/sli",118,2.91028732167973
"GO:0072091","GO:0072091","regulation of stem cell proliferation","29/1975","62/12275",1.39057657405971e-08,1.12613265815004e-07,5.48911805549885e-08,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun/Rel/EcR/brat/sd/E(spl)mdelta-HLH/dpn/zld/E(spl)mgamma-HLH/klu/kto/MED31/Fmr1/osa/brm/MED11/babo/aPKC/pan/MED22/CG5214/HDAC1/mtd/daw/Dap160/Ctr9/numb",29,2.90710494079216
"GO:0051094","GO:0051094","positive regulation of developmental process","123/1975","263/12275",3.92657035083633e-32,3.65171042627779e-30,1.77995633900391e-30,"DnaJ-1/E(spl)mbeta-HLH/puc/ImpL2/hid/E(spl)m3-HLH/bun/kay/Roc1a/upd2/Jra/Myc/spri/nmo/Pdk1/Pvf1/Prosap/Pak3/dl/Rheb/Arp3/Pvr/Abd-B/S6k/EcR/scny/ec/Gli/PlexA/Pi3K92E/PlexB/Rop/slbo/kuz/stau/Ubx/simj/dpn/Rab1/fz/zld/E(spl)mgamma-HLH/klu/InR/stg/mbt/Orct2/eIF4EHP/hep/ttk/raptor/mas/Src64B/tsl/pk/G9a/Top3beta/E2f1/pyr/foxo/Src42A/sax/d/dlg1/caz/Fmr1/Usp2/da/Cbl/Vang/Wnt5/Desat1/Akt1/Nedd4/lva/trio/babo/aPKC/Opa1/aop/Ras85D/Fis1/peb/Cals/shg/Catsup/mmy/Rac1/mnb/tkv/cpb/Diap1/ci/Zyx/Prpk/bsk/p38b/Archease/DCTN1-p150/Fhos/Hrs/daw/Rab35/Imp/tral/ben/Dark/Egfr/kis/spict/bchs/didum/rictor/Hipk/Tie/Dap160/hth/Med/Cul1/shot/Wbp2/Pak/mbc",123,2.90672378110411
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","43/1975","92/12275",4.76197015055581e-12,6.26884015710155e-11,3.05562612400481e-11,"tutl/babos/Rheb/S6k/NetB/fry/PlexA/PlexB/kuz/Rho1/Rab1/fz/bif/cv-c/raptor/tsl/pk/G9a/wts/RhoGAPp190/Rok/Fmr1/Vang/Wnt5/Nedd4/lva/trio/vvl/mmy/Rac1/btl/DCTN1-p150/Dlic/Fhos/HDAC1/CadN/Rab35/Sema1a/spict/LIMK1/shot/Cdc42/Pak",43,2.90492570170611
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","35/1975","75/12275",4.84387696131466e-10,4.59371621035202e-09,2.23911902470743e-09,"Roc1a/Prosap/Rheb/S6k/EcR/PlexA/Pi3K92E/PlexB/Rop/Rab1/fz/InR/mbt/raptor/mas/Src64B/pk/G9a/Src42A/da/Vang/Wnt5/Akt1/lva/Ras85D/mmy/Rac1/mnb/bsk/Archease/DCTN1-p150/Imp/spict/Cul1/shot",35,2.90042194092827
"GO:0031056","GO:0031056","regulation of histone modification","21/1975","45/12275",1.45048904429422e-06,8.05734087610835e-06,3.9273965604559e-06,"Su(var)205/Sirt1/FRG1/Ncoa6/upSET/Gug/Jarid2/Su(z)2/CoRest/Kdm2/Pcl/G9a/sktl/CG9915/ash1/PR-Set7/ash2/ctrip/HDAC1/hyd/Ctr9",21,2.90042194092827
"GO:0007220","GO:0007220","Notch receptor processing","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"kuz/g/hbs/pen-2/Nct/cm/car",7,2.90042194092827
"GO:0008069","GO:0008069","dorsal/ventral axis specification, ovarian follicular epithelium","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"sty/Parp/spoon/Cbl/loco/Egfr/csw",7,2.90042194092827
"GO:0009996","GO:0009996","negative regulation of cell fate specification","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"bun/ed/Abd-B/chn/lqf/salm/aop",7,2.90042194092827
"GO:0045196","GO:0045196","establishment or maintenance of neuroblast polarity","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"Pfdn2/Zif/aPKC/Sgt1/mgr/baz/Cdc42",7,2.90042194092827
"GO:0045467","GO:0045467","R7 cell development","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"tutl/Ten-m/ttk/Rab6/lola/CadN/rau",7,2.90042194092827
"GO:0045773","GO:0045773","positive regulation of axon extension","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"fz/pk/Vang/Wnt5/Rac1/spict/shot",7,2.90042194092827
"GO:0051865","GO:0051865","protein autoubiquitination","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"CG12099/Diap1/CG7694/rdx/Herc4/Keap1/dbo",7,2.90042194092827
"GO:1903431","GO:1903431","positive regulation of cell maturation","7/1975","15/12275",0.00537394525915214,0.0138084529252546,0.00673066602961638,"Roc1a/EcR/Pi3K92E/InR/bsk/didum/Cul1",7,2.90042194092827
"GO:0032970","GO:0032970","regulation of actin filament-based process","47/1975","101/12275",5.93289216949989e-13,8.77155288444522e-12,4.2755255310566e-12,"ed/LamC/CG43658/Vrp1/Arp3/ena/Ssrp/Rho1/sqh/fz/chinmo/spoon/Kank/Arpc4/hep/Src64B/tsl/fog/Lam/Rok/jar/mthl1/dco/SCAR/Abl/Nedd4/Pka-C1/p120ctn/Arpc3A/HSPC300/cpb/Arpc2/Fhos/Crk/Akap200/Moe/Btk29A/Rab35/mwh/Arpc5/flr/CG6891/rictor/shi/dia/Cdc42/svr",47,2.89221706980825
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","100/1975","215/12275",4.5633850898578e-26,2.63124784281201e-24,1.28255138841267e-24,"kay/ed/Jra/nmo/Eb1/Frl/sgg/sdt/jvl/yrt/scaf/TSG101/Dl/ec/sty/Csk/cnc/Parp/PI4KIIIalpha/ft/Rho1/fz/Pfdn2/grh/spoon/nej/Rab11/aos/sn/fw/cv-c/pk/Zif/hbs/sca/Rok/par-1/capt/d/dlg1/Khc-73/Rala/sktl/chb/bdg/dco/Cbl/Vang/scrib/sds22/CG6664/aPKC/Klp10A/aop/Dg/TBCB/mago/Ras85D/peb/Pka-C1/Cont/Rab6/shg/Arp1/cora/Rac1/Syx7/Sgt1/CG45049/egl/Dlish/Nrx-IV/kug/poly/fj/DCTN1-p150/Khc/rdx/lola/CadN/p130CAS/Moe/trol/loco/mgr/mwh/Egfr/crb/baz/Kap3/Pcyt1/dgo/egh/rictor/Dys/S/csw/Cdc42/Tomosyn/Vps4",100,2.89078598763615
"GO:0051964","GO:0051964","negative regulation of synapse assembly","20/1975","43/12275",2.75172751257217e-06,1.45831441521058e-05,7.10827443746873e-06,"scb/Mob2/sgg/ena/plum/Spn/Fak/raptor/Src64B/ewg/Src42A/Fmr1/Abl/Akt1/SkpA/Mob4/spict/Dad/dbo/Galphao",20,2.89078598763615
"GO:1905809","GO:1905809","negative regulation of synapse organization","20/1975","43/12275",2.75172751257217e-06,1.45831441521058e-05,7.10827443746873e-06,"scb/Mob2/sgg/ena/plum/Spn/Fak/raptor/Src64B/ewg/Src42A/Fmr1/Abl/Akt1/SkpA/Mob4/spict/Dad/dbo/Galphao",20,2.89078598763615
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","52/1975","112/12275",3.91132165084769e-14,6.75229959245143e-13,3.29127917042651e-13,"Gadd45/Lk6/Pde8/Pvf1/Pvr/PEK/fry/Alg-2/Pi3K92E/msn/Atg17/Rho1/InR/Mnn1/mbt/hep/Tao/raptor/Src64B/chif/CycY/wnd/Cka/Src42A/CDK2AP1/ASPP/Cdc37/slpr/Ras85D/mav/Stlk/Rac1/btl/p38b/CG14184/Crk/myo/rdx/grnd/bnl/daw/M1BP/ben/Egfr/Mekk1/rictor/hppy/Dap160/Cdc42/Pak/ALiX/mbc",52,2.88562386980108
"GO:0007525","GO:0007525","somatic muscle development","39/1975","84/12275",6.02612823045637e-11,6.81306968172773e-10,3.32090038706265e-10,"insc/Thor/spz/S6k/chn/sd/Gapdh1/E(spl)mdelta-HLH/Ubx/crp/lid/InR/ap/nsl1/Gug/Kdm2/PyK/rt/salm/Alh/pyr/foxo/ewg/skd/Sin3A/unc-45/tw/Akt1/Ldh/CG13366/cora/Pglym78/lola/rhea/Tpi/akirin/C3G/hth/Cf2",39,2.88562386980108
"GO:1904263","GO:1904263","positive regulation of TORC1 signaling","13/1975","28/12275",0.000159733690299042,0.000588890318583297,0.000287043312086716,"Sec13/Rheb/Pvr/Pi3K92E/InR/wcy/Socs16D/E2f1/Akt1/Ras85D/ci/CG14184/hppy",13,2.88562386980108
"GO:0034329","GO:0034329","cell junction assembly","103/1975","222/12275",1.04255676317873e-26,7.15640749581972e-25,3.48825383168824e-25,"kay/Jra/scb/arm/cindr/nmo/Pdk1/spin/Mob2/Prosap/Pak3/Rheb/sgg/Arp3/sdt/comm/moody/ena/S6k/AGO1/Gli/brat/Pi3K92E/pasi1/Ten-m/Ten-a/stau/PI4KIIIalpha/simj/futsch/Fas2/CG44325/plum/nej/Spn/Fak/kirre/raptor/Src64B/Top3beta/Rok/par-1/ewg/Src42A/sax/caps/alpha-Spec/dlg1/caz/Fmr1/Abl/kst/Akt1/scrib/Nedd4/trio/Adf1/aPKC/SkpA/crok/bark/cold/wol/p120ctn/Cont/Cals/shg/Lac/kune/pck/Rac1/Mob4/mnb/CaMKII/CG9628/tkv/HSPC300/bou/cpb/Tsf2/Nrx-IV/pasi2/loco/crim/Sema1a/Imp/ben/crb/kis/beta-Spec/spict/baz/LIMK1/vari/rictor/Dad/Med/Cdc42/dbo/Pak/Galphao/Got2/Mcr",103,2.88362413045957
"GO:0010001","GO:0010001","glial cell differentiation","19/1975","41/12275",5.22254622721793e-06,2.6322728624247e-05,1.28305101459992e-05,"spin/moody/sty/pasi1/Dr/fog/salm/pyr/Cont/kune/pck/cora/Nrx-IV/pasi2/rau/loco/spen/Galphao/fzr",19,2.88020994133992
"GO:0031647","GO:0031647","regulation of protein stability","25/1975","54/12275",1.77420225464479e-07,1.16827393676213e-06,5.69452765057395e-07,"DnaJ-1/Cnx99A/Snx3/Ptp61F/fw/Fbl6/Sxl/puf/Usp47/CG9922/shf/Abl/Sin3A/Cdc37/SkpA/trsn/CSN5/CSN4/Sgt1/rdx/CSN7/CSN8/Nedd8/crb/Hipk",25,2.87740271917487
"GO:0048675","GO:0048675","axon extension","25/1975","54/12275",1.77420225464479e-07,1.16827393676213e-06,5.69452765057395e-07,"spri/Frl/rut/kuz/hdc/fz/dnc/hep/bif/pk/SCAR/Mbs/Vang/Wnt5/mle/trio/Rac1/btl/bsk/DCTN1-p150/CadN/Sema1a/spict/shot/Cdc42",25,2.87740271917487
"GO:0010507","GO:0010507","negative regulation of autophagy","12/1975","26/12275",0.000306388318147507,0.00105031809895275,0.000511957450061858,"Sec61alpha/Rheb/mask/scny/Pi3K92E/InR/wcy/BI-1/babo/Ras85D/Fkbp39/daw",12,2.86854917234664
"GO:0030516","GO:0030516","regulation of axon extension","12/1975","26/12275",0.000306388318147507,0.00105031809895275,0.000511957450061858,"kuz/fz/bif/pk/Vang/Wnt5/Rac1/btl/CadN/Sema1a/spict/shot",12,2.86854917234664
"GO:0033227","GO:0033227","dsRNA transport","12/1975","26/12275",0.000306388318147507,0.00105031809895275,0.000511957450061858,"Arl1/VhaSFD/CG8184/AGO2/CG4572/Trs20/Gmer/Rab7/Srp72/egh/Cog3/RASSF8",12,2.86854917234664
"GO:0045815","GO:0045815","positive regulation of gene expression, epigenetic","12/1975","26/12275",0.000306388318147507,0.00105031809895275,0.000511957450061858,"lncRNA:roX2/tna/lncRNA:roX1/e(y)3/FRG1/gpp/tara/ash1/su(Hw)/ash2/JIL-1/e(y)2",12,2.86854917234664
"GO:0061387","GO:0061387","regulation of extent of cell growth","12/1975","26/12275",0.000306388318147507,0.00105031809895275,0.000511957450061858,"kuz/fz/bif/pk/Vang/Wnt5/Rac1/btl/CadN/Sema1a/spict/shot",12,2.86854917234664
"GO:1902875","GO:1902875","regulation of embryonic pattern specification","12/1975","26/12275",0.000306388318147507,0.00105031809895275,0.000511957450061858,"Syx1A/tsu/Rop/cnc/stau/Rab11/enc/par-1/mago/Pka-C1/Khc/didum",12,2.86854917234664
"GO:0007564","GO:0007564","regulation of chitin-based cuticle tanning","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Ddc/e/rk/p38b/ple/mgl",6,2.86854917234664
"GO:0008089","GO:0008089","anterograde axonal transport","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Rab1/g/Fmr1/Arp1/Khc/Kap3",6,2.86854917234664
"GO:0014042","GO:0014042","positive regulation of neuron maturation","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Roc1a/EcR/Pi3K92E/InR/bsk/Cul1",6,2.86854917234664
"GO:0031062","GO:0031062","positive regulation of histone methylation","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Su(var)205/Ncoa6/Su(z)2/Pcl/G9a/ash2",6,2.86854917234664
"GO:0033619","GO:0033619","membrane protein proteolysis","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Meltrin/Timp/kuz/SppL/pen-2/Nct",6,2.86854917234664
"GO:0035153","GO:0035153","epithelial cell type specification, open tracheal system","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"ed/arm/salm/aop/btl/Smn",6,2.86854917234664
"GO:0042632","GO:0042632","cholesterol homeostasis","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Rheb/EcR/InR/Akt1/CG14184/SNF4Agamma",6,2.86854917234664
"GO:0048747","GO:0048747","muscle fiber development","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"ens/sty/aop/Rac1/Khc/Mef2",6,2.86854917234664
"GO:1904801","GO:1904801","positive regulation of neuron remodeling","6/1975","13/12275",0.0106191664902563,0.0249918832582929,0.0121818150500469,"Roc1a/EcR/Pi3K92E/InR/bsk/Cul1",6,2.86854917234664
"GO:0045664","GO:0045664","regulation of neuron differentiation","83/1975","180/12275",1.57745641627167e-21,5.54610591233075e-20,2.70334315240395e-20,"Roc1a/ed/tutl/babos/Prosap/Rheb/sgg/comm/neur/S6k/EcR/NetB/fry/sty/PlexA/Pi3K92E/PlexB/Rop/kuz/Rho1/Rab1/hdc/fz/Fas2/InR/mbt/cdi/ttk/bif/cv-c/raptor/mas/Src64B/pk/G9a/wts/RhoGAPp190/Rok/Src42A/Fmr1/BRWD3/da/Mbs/Abl/Vang/Wnt5/Akt1/Nedd4/lva/trio/Adf1/aop/vvl/Ras85D/mav/me31B/mmy/Rac1/mnb/btl/sina/bsk/sdk/Nct/Archease/DCTN1-p150/Dlic/alph/HDAC1/CadN/Sema1a/Imp/spict/LIMK1/tgo/rictor/hth/Cul1/csw/shot/Cdc42/Kr-h1/Pak",83,2.86589310829817
"GO:0098609","GO:0098609","cell-cell adhesion","59/1975","128/12275",1.13254677353232e-15,2.53111034735945e-14,1.23374128328491e-14,"ImpL2/RhoL/ed/tutl/Mkp3/scb/arm/wech/Cad88C/Timp/Gli/Ten-m/Ten-a/ft/fz/Fas2/Cad86C/mbt/aos/fw/rho/mew/kirre/Src64B/hbs/par-1/bib/Src42A/CG13506/caps/dlg1/Cad99C/Fas1/scrib/Cad87A/RanBPM/aop/peb/p120ctn/Cont/Cals/shg/Lac/Bsg/Rab4/rk/tkv/Zyx/sdk/kug/CadN/p130CAS/rhea/glec/Egfr/baz/egh/Cad96Ca/sli",59,2.86481408227848
"GO:0007431","GO:0007431","salivary gland development","58/1975","126/12275",2.13549782279988e-15,4.49389797308909e-14,2.19046453587233e-14,"rpr/hid/Trf2/scb/bel/Pvf1/Pvr/Abd-B/raw/Arl1/EcR/NetB/Pi3K92E/shn/Atg17/Rho1/hdc/fz/rho/mew/Src64B/fog/Ser/kto/dmt/trn/h/l(3)psg2/Src42A/caps/BRWD3/Wnt5/BI-1/LanB2/pan/shg/Pvf2/Rac1/tkv/btl/egl/slv/kug/Fhos/Dif/Eip74EF/Btk29A/Dark/Egfr/crb/hth/AdamTS-A/shi/Med/dia/Pak/unc-5/sli",58,2.86096041792244
"GO:0035272","GO:0035272","exocrine system development","58/1975","126/12275",2.13549782279988e-15,4.49389797308909e-14,2.19046453587233e-14,"rpr/hid/Trf2/scb/bel/Pvf1/Pvr/Abd-B/raw/Arl1/EcR/NetB/Pi3K92E/shn/Atg17/Rho1/hdc/fz/rho/mew/Src64B/fog/Ser/kto/dmt/trn/h/l(3)psg2/Src42A/caps/BRWD3/Wnt5/BI-1/LanB2/pan/shg/Pvf2/Rac1/tkv/btl/egl/slv/kug/Fhos/Dif/Eip74EF/Btk29A/Dark/Egfr/crb/hth/AdamTS-A/shi/Med/dia/Pak/unc-5/sli",58,2.86096041792244
"GO:1901654","GO:1901654","response to ketone","23/1975","50/12275",6.33966978356393e-07,3.76850886309584e-06,1.83688750104348e-06,"rpr/hid/Trf2/Sec13/Blimp-1/bel/Eip75B/EcR/Oatp74D/ph-p/pzg/G9a/kto/l(3)psg2/BRWD3/Iswi/DOR/E(bx)/su(Hw)/ash2/usp/Kr-h1/Pak",23,2.85898734177215
"GO:0060284","GO:0060284","regulation of cell development","160/1975","348/12275",1.83123514912452e-40,6.59931366865749e-38,3.2167091106332e-38,"E(spl)mbeta-HLH/puc/hid/E(spl)m3-HLH/bun/kay/Roc1a/ed/E(spl)m7-HLH/tutl/Myc/spri/Syx1A/spin/babos/Pvf1/Prosap/Rheb/sgg/Pvr/comm/cwo/mask/neur/S6k/EcR/NetB/Dl/ec/fry/Gli/sty/brat/sd/PlexA/Pi3K92E/tsu/PlexB/Rop/slbo/cnc/kuz/stau/E(spl)mdelta-HLH/E(spl)m8-HLH/Rho1/dpn/Rab1/hdc/fz/Fas2/zld/E(spl)mgamma-HLH/grh/klu/InR/Rab11/mbt/aos/hep/cdi/ttk/norpA/bif/cv-c/raptor/mas/Src64B/tsl/pk/G9a/wts/enc/unk/E2f1/RhoGAPp190/pyr/kto/Rok/par-1/h/Src42A/MED31/dlg1/Fmr1/osa/BRWD3/da/Mbs/brm/Abl/Cbl/Vang/Wnt5/ago/Akt1/MED11/Nedd4/lva/trio/Adf1/babo/aPKC/aop/vvl/mago/Ras85D/peb/Pka-C1/shg/Catsup/mav/MED22/me31B/mmy/Rac1/mnb/CG5214/btl/kibra/sina/Diap1/bsk/sdk/Nct/Archease/DCTN1-p150/Dlic/Fhos/Khc/alph/HDAC1/CadN/Hrs/daw/Rab35/Sema1a/Imp/Dark/Egfr/kis/spict/LIMK1/tgo/didum/rictor/Tie/Dap160/mdy/hth/Ctr9/Antp/Cul1/csw/shot/Cdc42/Kr-h1/Pak/numb/mbc",160,2.85755856249091
"GO:0120035","GO:0120035","regulation of plasma membrane bounded cell projection organization","68/1975","148/12275",9.11758380888362e-18,2.4338883445381e-16,1.18635227922609e-16,"tutl/babos/Prosap/Rheb/sgg/Arp3/comm/ena/S6k/NetB/fry/PlexA/Pi3K92E/PlexB/Rop/kuz/Rho1/Rab1/fz/hep/bif/cv-c/raptor/mas/pk/G9a/wts/RhoGAPp190/Rok/Fmr1/Cad99C/SCAR/Abl/Vang/Wnt5/Akt1/Nedd4/lva/trio/Adf1/aPKC/vvl/mav/me31B/mmy/Rac1/CaMKII/HSPC300/btl/cpb/kug/Archease/DCTN1-p150/Dlic/HDAC1/CadN/Rab35/Sema1a/Imp/spict/baz/LIMK1/rictor/dia/shot/Cdc42/Kr-h1/Pak",68,2.85562777967841
"GO:0007616","GO:0007616","long-term memory","34/1975","74/12275",1.4315628730022e-09,1.27776958602642e-08,6.22824323108338e-09,"Ddc/arm/Mob2/pst/Pkc98E/be/HDAC4/neur/EcR/CrebB/stau/spoon/cer/mld/dikar/Src64B/arr/G9a/for/wnd/Fmr1/Adf1/ATP6AP2/CaMKII/CG1910/Scamp/bsk/Gclm/mol/dbr/Tomosyn/mura/svr/cher",34,2.85562777967841
"GO:1904398","GO:1904398","positive regulation of neuromuscular junction development","17/1975","37/12275",1.88403028661646e-05,8.42117723459728e-05,4.10474162812398e-05,"nmo/Rheb/Arp3/Pi3K92E/stau/simj/sax/dlg1/caz/trio/mav/mnb/tkv/cpb/rictor/Med/Pak",17,2.85562777967841
"GO:0050770","GO:0050770","regulation of axonogenesis","28/1975","61/12275",4.11651965993172e-08,3.0587438607173e-07,1.49092613836377e-07,"Rheb/S6k/NetB/PlexA/PlexB/kuz/Rho1/fz/bif/raptor/pk/RhoGAPp190/Rok/Vang/Wnt5/trio/mmy/Rac1/btl/DCTN1-p150/HDAC1/CadN/Sema1a/spict/LIMK1/shot/Cdc42/Pak",28,2.85287404025731
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","89/1975","194/12275",8.32924366136756e-23,3.5840611157795e-21,1.74698197767882e-21,"ImpL2/Roc1a/ed/Thor/Mkp3/Myc/Lpin/Pdk1/Pvf1/cic/Rheb/sgg/Pvr/Pvf3/dally/mask/HDAC4/S6k/trbl/Sulf1/sty/Pi3K92E/Ptp61F/CG4096/kek1/Fas2/grh/InR/gro/edl/aos/Gug/hep/cdi/ttk/Ptp4E/rho/raptor/Src64B/tsl/rno/smal/Socs16D/pyr/foxo/Src42A/srl/dlg1/Fmr1/sgl/Cbl/wrd/slpr/Akt1/scrib/tay/SkpA/aop/Ras85D/Pvf2/STUB1/Rac1/btl/sina/bsk/Pi3K68D/poly/Pp2A-29B/Crk/alph/rau/Hrs/trol/bnl/spen/Egfr/tgo/Reph/wdb/rictor/Tie/hppy/dos/Cul1/csw/Cdc42/Cad96Ca/Vps4/mbc",89,2.85129844708339
"GO:0032786","GO:0032786","positive regulation of DNA-templated transcription, elongation","11/1975","24/12275",0.000588795300691255,0.00188820561945816,0.000920369681427113,"trx/CycT/fs(1)h/Su(Tpl)/Cdk12/dre4/CycK/spt4/Mef2/EloC/Cf2",11,2.84862869198312
"GO:0051347","GO:0051347","positive regulation of transferase activity","27/1975","59/12275",7.76163707103782e-08,5.52513572242025e-07,2.69312163478505e-07,"Gadd45/fry/Pi3K92E/msn/Atg17/Rho1/mbt/hep/Tao/raptor/Src64B/chif/CycY/wnd/ASPP/slpr/Stlk/Rac1/SCCRO/SCCRO4/Mekk1/rictor/hppy/Dap160/Cdc42/Pak/fzr",27,2.84423943359794
"GO:0021782","GO:0021782","glial cell development","16/1975","35/12275",3.58154031935575e-05,0.000151623799422946,7.3906118345157e-05,"moody/sty/pasi1/Dr/fog/salm/pyr/Cont/kune/pck/cora/Nrx-IV/pasi2/rau/loco/Galphao",16,2.84122965641953
"GO:0045887","GO:0045887","positive regulation of synaptic growth at neuromuscular junction","16/1975","35/12275",3.58154031935575e-05,0.000151623799422946,7.3906118345157e-05,"nmo/Rheb/Arp3/Pi3K92E/stau/simj/sax/dlg1/caz/trio/mnb/tkv/cpb/rictor/Med/Pak",16,2.84122965641953
"GO:1901888","GO:1901888","regulation of cell junction assembly","53/1975","116/12275",5.06347907755519e-14,8.5368480588255e-13,4.16112315699364e-13,"scb/nmo/spin/Mob2/Pak3/Rheb/sgg/Arp3/ena/brat/Pi3K92E/stau/PI4KIIIalpha/simj/futsch/Fas2/plum/Spn/Fak/raptor/Src64B/Top3beta/Rok/ewg/Src42A/sax/alpha-Spec/dlg1/caz/Fmr1/Abl/Akt1/Nedd4/trio/SkpA/Cals/Rac1/Mob4/mnb/CaMKII/tkv/HSPC300/cpb/kis/beta-Spec/spict/rictor/Dad/Med/Cdc42/dbo/Pak/Galphao",53,2.83969882147534
"GO:0035222","GO:0035222","wing disc pattern formation","37/1975","81/12275",3.33570662899977e-10,3.29343911349532e-09,1.6053238463283e-09,"cbt/nmo/cic/dally/Dl/Sulf1/CG14073/shn/E(spl)mgamma-HLH/Dr/ap/tara/Su(Tpl)/dom/Ser/boi/fng/MFS14/capt/skd/sax/osa/bi/ihog/CG8149/peb/tkv/nmd/ci/Rab7/Nipped-A/inv/nuf/spen/crb/H/Slh",37,2.83903734958587
