"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","9/284","161/12275",0.0125748264589693,0.0597153840216606,0.0418316437982838,"Rho1/ed/Eb1/Arp3/Arpc4/Pka-C1/Arpc3A/p120ctn/Kank",9
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","6/284","84/12275",0.0131178941340648,0.0619688021851872,0.0434102016103048,"ND-19/ND-PDSW/Cyt-c1/ox/SdhC/ND-15",6
"GO:0060810","GO:0060810","intracellular mRNA localization involved in pattern specification process","6/284","84/12275",0.0131178941340648,0.0619688021851872,0.0434102016103048,"mago/Pka-C1/Rab6/CkIIalpha/Rab11/glo",6
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","5/284","61/12275",0.0132570912661267,0.0619688021851872,0.0434102016103048,"aop/ed/Ras85D/kek1/rho",5
"GO:0033993","GO:0033993","response to lipid","5/284","61/12275",0.0132570912661267,0.0619688021851872,0.0434102016103048,"Sec13/bel/hid/Trf2/rpr",5
"GO:0038127","GO:0038127","ERBB signaling pathway","5/284","61/12275",0.0132570912661267,0.0619688021851872,0.0434102016103048,"aop/ed/Ras85D/kek1/rho",5
"GO:1990778","GO:1990778","protein localization to cell periphery","5/284","61/12275",0.0132570912661267,0.0619688021851872,0.0434102016103048,"Rab1/peb/Bsg/Rab11/arm",5
"GO:0003007","GO:0003007","heart morphogenesis","4/284","40/12275",0.0133303166413476,0.0619688021851872,0.0434102016103048,"shg/Cont/Lac/arm",4
"GO:0010453","GO:0010453","regulation of cell fate commitment","4/284","40/12275",0.0133303166413476,0.0619688021851872,0.0434102016103048,"aop/ed/lqf/bun",4
"GO:1903429","GO:1903429","regulation of cell maturation","4/284","40/12275",0.0133303166413476,0.0619688021851872,0.0434102016103048,"Roc1a/mago/Pka-C1/Rab11",4
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","3/284","22/12275",0.0136283038364394,0.0632060353161966,0.0442769044956626,"epsilonCOP/Rab6/Syx18",3
"GO:0043484","GO:0043484","regulation of RNA splicing","7/284","110/12275",0.0138688553170531,0.0641717431336839,0.0449533992732846,"Hel25E/SC35/Parp/fus/Rm62/mbl/Rbp1-like",7
"GO:0097435","GO:0097435","supramolecular fiber organization","12/284","251/12275",0.0139927570130373,0.0645944713276258,0.0452495275745957,"Rho1/ed/Dg/Arp3/TBCB/Arpc4/CanB2/Arpc3A/Fim/Bsg/Kank/capt",12
"GO:0008286","GO:0008286","insulin receptor signaling pathway","5/284","62/12275",0.0141551688243942,0.0651925988780105,0.045668526113139,"SkpA/Roc1a/Rheb/ImpL2/Pdk1",5
"GO:0010001","GO:0010001","glial cell differentiation","4/284","41/12275",0.0145092342971119,0.0664082461802361,0.0465201077577048,"pasi1/Cont/pck/kune",4
"GO:0042386","GO:0042386","hemocyte differentiation","4/284","41/12275",0.0145092342971119,0.0664082461802361,0.0465201077577048,"Cyt-b5/lwr/Ras85D/DnaJ-1",4
"GO:0048512","GO:0048512","circadian behavior","7/284","111/12275",0.0145194855628325,0.0664082461802361,0.0465201077577048,"Rho1/Pka-C1/dod/CkIIalpha/Nipped-B/qsm/kay",7
"GO:0002790","GO:0002790","peptide secretion","6/284","86/12275",0.0146078176858508,0.0666586623135952,0.0466955285251275,"CHOp24/Rab1/p24-1/Snx3/sel/puc",6
"GO:0007591","GO:0007591","molting cycle, chitin-based cuticle","6/284","87/12275",0.0153952368278083,0.069516732092049,0.0486976550940458,"Sec13/SrpRbeta/rk/Ddc/arm/ETH",6
"GO:0035277","GO:0035277","spiracle morphogenesis, open tracheal system","3/284","23/12275",0.0154092504385398,0.069516732092049,0.0486976550940458,"Rho1/cv-c/Trf2",3
"GO:0046627","GO:0046627","negative regulation of insulin receptor signaling pathway","3/284","23/12275",0.0154092504385398,0.069516732092049,0.0486976550940458,"SkpA/Roc1a/ImpL2",3
"GO:0051123","GO:0051123","RNA polymerase II preinitiation complex assembly","3/284","23/12275",0.0154092504385398,0.069516732092049,0.0486976550940458,"Rpt3/Rpt4/Rpt5",3
"GO:1900077","GO:1900077","negative regulation of cellular response to insulin stimulus","3/284","23/12275",0.0154092504385398,0.069516732092049,0.0486976550940458,"SkpA/Roc1a/ImpL2",3
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","8/284","139/12275",0.0154675475905119,0.0696215010593334,0.0487710475404372,"Syb/Fdh/Arf102F/Arl1/CanB2/Arf51F/lqf/Ddc",8
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","7/284","113/12275",0.0158856501658778,0.0711806220750959,0.0498632383726378,"Eb1/bel/Pp1-87B/eIF4E1/Nipped-B/corto/cv-c",7
"GO:0007622","GO:0007622","rhythmic behavior","7/284","113/12275",0.0158856501658778,0.0711806220750959,0.0498632383726378,"Rho1/Pka-C1/dod/CkIIalpha/Nipped-B/qsm/kay",7
"GO:0032446","GO:0032446","protein modification by small protein conjugation","11/284","226/12275",0.0161598808916938,0.0722463143468744,0.0506097739637922,"Roc1a/Uev1A/CG40045/lwr/Atg8a/Nedd8/Ubi-p5E/dod/Ubi-p63E/Ufc1/rpr",11
"GO:0042303","GO:0042303","molting cycle","6/284","88/12275",0.0162116136842145,0.0723147262093613,0.0506576976389056,"Sec13/SrpRbeta/rk/Ddc/arm/ETH",6
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","7/284","114/12275",0.0166018922063641,0.07372428641976,0.0516451185790815,"Sec13/Rpt3/Rpt4/SC35/Rpt5/Trf2/Rbp1-like",7
"GO:0008038","GO:0008038","neuron recognition","7/284","114/12275",0.0166018922063641,0.07372428641976,0.0516451185790815,"Rho1/Arp3/PlexA/Cont/Bsg/ImpL2/mmy",7
"GO:0010976","GO:0010976","positive regulation of neuron projection development","4/284","43/12275",0.0170599598999186,0.0752286126903264,0.0526989247588075,"Rab1/Rheb/PlexA/mmy",4
"GO:0042052","GO:0042052","rhabdomere development","4/284","43/12275",0.0170599598999186,0.0752286126903264,0.0526989247588075,"Rip11/Rab11/capt/mbl",4
"GO:0046532","GO:0046532","regulation of photoreceptor cell differentiation","4/284","43/12275",0.0170599598999186,0.0752286126903264,0.0526989247588075,"aop/ed/Ras85D/sina",4
"GO:0007224","GO:0007224","smoothened signaling pathway","5/284","65/12275",0.0170922439916057,0.0752286126903264,0.0526989247588075,"Roc1a/Gprk1/Nedd8/Pka-C1/CkIIalpha",5
"GO:0007076","GO:0007076","mitotic chromosome condensation","3/284","24/12275",0.0173150748357078,0.0758728996664016,0.0531502587614034,"eIF4E1/Nipped-B/corto",3
"GO:0097237","GO:0097237","cellular response to toxic substance","3/284","24/12275",0.0173150748357078,0.0758728996664016,0.0531502587614034,"Fdh/Sod3/Pka-C1",3
"GO:0009117","GO:0009117","nucleotide metabolic process","10/284","199/12275",0.0174629357095551,0.076352262959178,0.0534860609142644,"Tpi/Dg/Scsalpha1/PlexA/Cyt-c1/Adk2/Dak1/Dhod/CG8306/Gapdh1",10
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","9/284","171/12275",0.0179973730961797,0.0785160122987182,0.0550018041875152,"SkpA/Roc1a/Sec13/Fdh/Sod3/Rheb/Pka-C1/ImpL2/Pdk1",9
"GO:0030865","GO:0030865","cortical cytoskeleton organization","5/284","66/12275",0.0181544971711391,0.0788548728330657,0.0552391817645392,"Rho1/Arpc4/Rab11/bond/cv-c",5
"GO:0045451","GO:0045451","pole plasm oskar mRNA localization","5/284","66/12275",0.0181544971711391,0.0788548728330657,0.0552391817645392,"mago/Pka-C1/Rab6/Rab11/glo",5
"GO:0022904","GO:0022904","respiratory electron transport chain","6/284","91/12275",0.0188392107685248,0.0815032512756173,0.0570944159804271,"ND-19/ND-PDSW/Cyt-c1/ox/SdhC/ND-15",6
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","7/284","117/12275",0.0188874033182791,0.0815032512756173,0.0570944159804271,"Syb/Arf102F/fwe/Arl1/Arf51F/Rab11/lqf",7
"GO:0099504","GO:0099504","synaptic vesicle cycle","7/284","117/12275",0.0188874033182791,0.0815032512756173,0.0570944159804271,"Syb/Arf102F/fwe/Arl1/Arf51F/Rab11/lqf",7
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","10/284","202/12275",0.0191744263804193,0.0822328471125014,0.0576055102933126,"Tpi/Dg/Scsalpha1/PlexA/Cyt-c1/Adk2/Dak1/Dhod/CG8306/Gapdh1",10
"GO:0007317","GO:0007317","regulation of pole plasm oskar mRNA localization","3/284","25/12275",0.0193464683131175,0.0822328471125014,0.0576055102933126,"mago/Pka-C1/Rab11",3
"GO:0032509","GO:0032509","endosome transport via multivesicular body sorting pathway","3/284","25/12275",0.0193464683131175,0.0822328471125014,0.0576055102933126,"CG15012/CG30423/Vsp37A",3
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","3/284","25/12275",0.0193464683131175,0.0822328471125014,0.0576055102933126,"Atox1/Catsup/CG6523",3
"GO:0050772","GO:0050772","positive regulation of axonogenesis","3/284","25/12275",0.0193464683131175,0.0822328471125014,0.0576055102933126,"Rheb/PlexA/mmy",3
"GO:0060281","GO:0060281","regulation of oocyte development","3/284","25/12275",0.0193464683131175,0.0822328471125014,0.0576055102933126,"mago/Pka-C1/Rab11",3
"GO:0071985","GO:0071985","multivesicular body sorting pathway","3/284","25/12275",0.0193464683131175,0.0822328471125014,0.0576055102933126,"CG15012/CG30423/Vsp37A",3
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","4/284","45/12275",0.0198742347993882,0.0839257902616149,0.0587914458096743,"SkpA/Roc1a/Rho1/aop",4
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","4/284","45/12275",0.0198742347993882,0.0839257902616149,0.0587914458096743,"Rheb/Ras85D/mbf1/CkIIalpha",4
"GO:0032506","GO:0032506","cytokinetic process","4/284","45/12275",0.0198742347993882,0.0839257902616149,0.0587914458096743,"Rho1/Rab11/bond/cv-c",4
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction","9/284","174/12275",0.0199138776892799,0.0839257902616149,0.0587914458096743,"Sec13/ed/Rheb/Ras85D/Pp1-87B/Alg-2/CG15611/Gadd45/Pdk1",9
"GO:0031346","GO:0031346","positive regulation of cell projection organization","5/284","68/12275",0.0204076866939959,0.0856073137799871,0.0599693816801606,"Rab1/Arp3/Rheb/PlexA/mmy",5
"GO:0046552","GO:0046552","photoreceptor cell fate commitment","5/284","68/12275",0.0204076866939959,0.0856073137799871,0.0599693816801606,"aop/Ras85D/sina/kay/rho",5
"GO:0048285","GO:0048285","organelle fission","15/284","360/12275",0.020442250242677,0.0856073137799871,0.0599693816801606,"Eb1/Rab1/Non2/bel/Fis1/lwr/Pp1-87B/eIF4E1/Arf51F/Fim/Nipped-B/Rab11/corto/bond/cv-c",15
"GO:0008037","GO:0008037","cell recognition","7/284","119/12275",0.0205284160215248,0.0857871701110037,0.0600953741040095,"Rho1/Arp3/PlexA/Cont/Bsg/ImpL2/mmy",7
"GO:0042051","GO:0042051","compound eye photoreceptor development","6/284","93/12275",0.0207441964102146,0.0865067854501597,0.0605994769082121,"Rab6/AP-1sigma/Rip11/Rab11/capt/mbl",6
"GO:0006739","GO:0006739","NADP metabolic process","2/284","10/12275",0.0212341964610302,0.0879955740608454,0.0616423986924973,"Idh/Taldo",2
"GO:0016242","GO:0016242","negative regulation of macroautophagy","2/284","10/12275",0.0212341964610302,0.0879955740608454,0.0616423986924973,"Rheb/Ras85D",2
"GO:1904059","GO:1904059","regulation of locomotor rhythm","2/284","10/12275",0.0212341964610302,0.0879955740608454,0.0616423986924973,"Rho1/dod",2
"GO:0008258","GO:0008258","head involution","4/284","46/12275",0.0213823151534057,0.0882524391375579,0.0618223370546011,"shg/peb/cv-c/hid",4
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","7/284","120/12275",0.0213850998615443,0.0882524391375579,0.0618223370546011,"akirin/lwr/Rheb/vvl/Parp/Pvf2/mmy",7
"GO:1902875","GO:1902875","regulation of embryonic pattern specification","3/284","26/12275",0.0215038550505723,0.0885584072103443,0.0620366729019567,"mago/Pka-C1/Rab11",3
"GO:0007015","GO:0007015","actin filament organization","8/284","148/12275",0.0217117702459042,0.0892295319629812,0.0625068072242334,"Rho1/ed/Arp3/Arpc4/Arpc3A/Fim/Kank/capt",8
"GO:0035114","GO:0035114","imaginal disc-derived appendage morphogenesis","15/284","363/12275",0.0218346574346306,0.0895491632391356,0.0627307143783101,"Rho1/ed/lft/Fkbp14/Dg/Ras85D/shg/Pka-C1/ATP6AP2/corto/mav/cv-c/hid/rho/arm",15
"GO:0016358","GO:0016358","dendrite development","9/284","177/12275",0.0219739391824455,0.0899345758291843,0.0630007024633979,"Rho1/Rab1/robl/vvl/p120ctn/mav/cv-c/hid/kay",9
"GO:0022900","GO:0022900","electron transport chain","6/284","95/12275",0.022775802736728,0.0920811558802937,0.0645044183576126,"ND-19/ND-PDSW/Cyt-c1/ox/SdhC/ND-15",6
"GO:0050778","GO:0050778","positive regulation of immune response","6/284","95/12275",0.022775802736728,0.0920811558802937,0.0645044183576126,"akirin/lwr/vvl/Parp/Pvf2/puc",6
"GO:0007254","GO:0007254","JNK cascade","5/284","70/12275",0.0228363735523208,0.0920811558802937,0.0645044183576126,"SkpA/peb/Alg-2/Gadd45/puc",5
"GO:0008154","GO:0008154","actin polymerization or depolymerization","5/284","70/12275",0.0228363735523208,0.0920811558802937,0.0645044183576126,"Arp3/Arpc4/Arpc3A/Kank/capt",5
"GO:0019094","GO:0019094","pole plasm mRNA localization","5/284","70/12275",0.0228363735523208,0.0920811558802937,0.0645044183576126,"mago/Pka-C1/Rab6/Rab11/glo",5
"GO:0001703","GO:0001703","gastrulation with mouth forming first","4/284","47/12275",0.0229586717721696,0.0920811558802937,0.0645044183576126,"Rho1/shg/wol/arm",4
"GO:0009895","GO:0009895","negative regulation of catabolic process","4/284","47/12275",0.0229586717721696,0.0920811558802937,0.0645044183576126,"Rheb/Ras85D/mbf1/CkIIalpha",4
"GO:0010004","GO:0010004","gastrulation involving germ band extension","4/284","47/12275",0.0229586717721696,0.0920811558802937,0.0645044183576126,"Rho1/shg/wol/arm",4
"GO:0072659","GO:0072659","protein localization to plasma membrane","4/284","47/12275",0.0229586717721696,0.0920811558802937,0.0645044183576126,"peb/Bsg/Rab11/arm",4
"GO:0001932","GO:0001932","regulation of protein phosphorylation","10/284","208/12275",0.0229623033555392,0.0920811558802937,0.0645044183576126,"SkpA/Rho1/Ras85D/peb/Alg-2/mav/Gadd45/kay/kek1/puc",10
"GO:0035107","GO:0035107","appendage morphogenesis","15/284","366/12275",0.0232976745902906,0.0931036051877946,0.0652206615156181,"Rho1/ed/lft/Fkbp14/Dg/Ras85D/shg/Pka-C1/ATP6AP2/corto/mav/cv-c/hid/rho/arm",15
"GO:0065004","GO:0065004","protein-DNA complex assembly","8/284","150/12275",0.0233110789815284,0.0931036051877946,0.0652206615156181,"Rpt3/Rpt4/CG8223/Set/Rpt5/lncRNA:roX2/Trf2/lncRNA:roX1",8
"GO:0006096","GO:0006096","glycolytic process","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"Tpi/Dg/Gapdh1",3
"GO:0006757","GO:0006757","ATP generation from ADP","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"Tpi/Dg/Gapdh1",3
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"Tom7/Tim17b/Tom20",3
"GO:0045500","GO:0045500","sevenless signaling pathway","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"aop/Ras85D/sina",3
"GO:0046329","GO:0046329","negative regulation of JNK cascade","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"SkpA/peb/puc",3
"GO:0046667","GO:0046667","compound eye retinal cell programmed cell death","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"Ras85D/hid/arm",3
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"Hsp68/DnaJ-1/Hsp70Bc",3
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"Hsp68/DnaJ-1/Hsp70Bc",3
"GO:1904580","GO:1904580","regulation of intracellular mRNA localization","3/284","27/12275",0.0237874078450873,0.0933162145701548,0.0653695980099029,"mago/Pka-C1/Rab11",3
"GO:0007316","GO:0007316","pole plasm RNA localization","5/284","71/12275",0.024117897555297,0.0942402099355603,0.0660168725042424,"mago/Pka-C1/Rab6/Rab11/glo",5
"GO:0045475","GO:0045475","locomotor rhythm","5/284","71/12275",0.024117897555297,0.0942402099355603,0.0660168725042424,"Rho1/dod/CkIIalpha/qsm/kay",5
"GO:0007059","GO:0007059","chromosome segregation","10/284","210/12275",0.0243377748746503,0.0949125405229484,0.0664878515343046,"Eb1/Dp1/bel/lwr/Pp1-87B/eIF4E1/Fim/Nipped-B/corto/cv-c",10
"GO:0030307","GO:0030307","positive regulation of cell growth","4/284","48/12275",0.0246039503381408,0.0955064407781459,0.0669038887805546,"Rheb/eIF4E1/bun/Pdk1",4
"GO:0035172","GO:0035172","hemocyte proliferation","4/284","48/12275",0.0246039503381408,0.0955064407781459,0.0669038887805546,"Cyt-b5/lwr/Ras85D/Pvf2",4
"GO:0006812","GO:0006812","cation transport","14/284","336/12275",0.024634406890887,0.0955064407781459,0.0669038887805546,"Ostgamma/Zip102B/crok/colt/PMCA/fwe/Atox1/Vha14-1/Cyt-c1/Catsup/ATP6AP2/VhaM9.7-b/Vha36-1/VhaPPA1-1",14
"GO:0070925","GO:0070925","organelle assembly","16/284","402/12275",0.0248174176414741,0.095954177860573,0.0672175362342924,"RpS14a/RpS14b/Eb1/Dg/Non2/Atg8a/Pp1-87B/Nph/CG11781/CanB2/CG17493/Bsg/alphaTub84D/mRpL22/bond/CCT6",16
"GO:0006914","GO:0006914","autophagy","9/284","181/12275",0.0249531316072462,0.095954177860573,0.0672175362342924,"lft/Fis1/Rheb/Atg8a/Ras85D/CG11781/Ubi-p63E/lqf/hid",9
"GO:0010256","GO:0010256","endomembrane system organization","9/284","181/12275",0.0249531316072462,0.095954177860573,0.0672175362342924,"loj/ReepB/CHOp24/Arp3/p24-1/Arl1/Bsg/wol/jagn",9
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","9/284","181/12275",0.0249531316072462,0.095954177860573,0.0672175362342924,"lft/Fis1/Rheb/Atg8a/Ras85D/CG11781/Ubi-p63E/lqf/hid",9
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","8/284","152/12275",0.0249915919163306,0.095954177860573,0.0672175362342924,"peb/CkIIalpha/cni/wol/Parp/sel/glo/capt",8
"GO:0043408","GO:0043408","regulation of MAPK cascade","7/284","124/12275",0.0250602538300153,0.0960320537694601,0.0672720896351355,"SkpA/Ras85D/peb/Alg-2/mav/Gadd45/puc",7
"GO:0048737","GO:0048737","imaginal disc-derived appendage development","15/284","370/12275",0.0253617224407862,0.0970000366954924,0.0679501781650513,"Rho1/ed/lft/Fkbp14/Dg/Ras85D/shg/Pka-C1/ATP6AP2/corto/mav/cv-c/hid/rho/arm",15
"GO:0000281","GO:0000281","mitotic cytokinesis","5/284","72/12275",0.0254448839791512,0.0970160920480579,0.067961425213037,"Rho1/Rab1/alphaTub84D/Sep2/rho",5
"GO:0007295","GO:0007295","growth of a germarium-derived egg chamber","2/284","11/12275",0.0255614187108989,0.0970160920480579,0.067961425213037,"Dg/Sep2",2
"GO:0071480","GO:0071480","cellular response to gamma radiation","2/284","11/12275",0.0255614187108989,0.0970160920480579,0.067961425213037,"hid/rpr",2
"GO:0110118","GO:0110118","negative regulation of compound eye photoreceptor cell differentiation","2/284","11/12275",0.0255614187108989,0.0970160920480579,0.067961425213037,"aop/ed",2
"GO:0032870","GO:0032870","cellular response to hormone stimulus","7/284","125/12275",0.0260426320443297,0.0983008892032627,0.0688614475076283,"SkpA/Roc1a/Sec13/Rheb/ImpL2/rk/Pdk1",7
"GO:0042462","GO:0042462","eye photoreceptor cell development","6/284","98/12275",0.0260676281946566,0.0983008892032627,0.0688614475076283,"Rab6/AP-1sigma/Rip11/Rab11/capt/mbl",6
"GO:0043066","GO:0043066","negative regulation of apoptotic process","6/284","98/12275",0.0260676281946566,0.0983008892032627,0.0688614475076283,"SkpA/Ras85D/bun/puc/rpr/Pdk1",6
"GO:0050708","GO:0050708","regulation of protein secretion","3/284","28/12275",0.0261970631680232,0.0983008892032627,0.0688614475076283,"Rab1/Snx3/sel",3
"GO:1903829","GO:1903829","positive regulation of cellular protein localization","3/284","28/12275",0.0261970631680232,0.0983008892032627,0.0688614475076283,"Nipped-B/Rab11/Parp",3
"GO:1904263","GO:1904263","positive regulation of TORC1 signaling","3/284","28/12275",0.0261970631680232,0.0983008892032627,0.0688614475076283,"Sec13/Rheb/Ras85D",3
"GO:1901137","GO:1901137","carbohydrate derivative biosynthetic process","12/284","275/12275",0.026453678344777,0.0990765122912875,0.0694047846940426,"Ostgamma/exp/Tpi/CG34056/CG33303/Cyt-c1/Adk2/Stt3A/knk/Dhod/wol/mmy",12
