Geneid,0h-T5-1,0h-T5-2,0h-T5-3,0h-T5-4,2h-T5-1,2h-T5-2,2h-T5-3,2h-T5-4,C-L3-T5-1,C-L3-T5-2,C-L3-T5-3,C-L3-T5-4
ZnT63C,837,780,1581,330,3563,2147,1722,1878,651,536,419,628
Drsl2,0,14,0,0,154,2,0,0,0,0,0,0
Drsl3,0,0,0,0,0,0,0,0,0,0,0,0
Drsl4,0,1,0,0,0,0,0,0,0,0,0,0
Drsl5,46,139,22,13,68,16,56,34,0,0,0,0
PIG-C,63,84,0,0,108,50,62,121,179,201,26,41
CG12016,0,0,19,0,0,0,0,0,0,0,6,0
CG42456,0,0,0,0,0,0,0,0,0,0,0,0
Strip,92,435,43,209,697,119,155,163,155,213,383,1
PHGPx,1302,1238,2949,749,2652,1497,2071,2290,1173,572,1250,1069
lncRNA:CR45380,2,7,0,0,0,0,0,0,0,0,0,0
CG14961,0,1,0,0,0,0,0,0,0,0,0,0
CG14969,661,548,1168,248,855,570,842,1145,1078,746,639,917
Drsl1,0,0,0,0,0,0,0,0,0,0,0,0
Drsl6,0,0,0,0,0,0,0,0,0,0,0,0
kst,308,282,625,24,270,93,193,109,303,116,166,95
Drs,6,62,30,0,60,20,88,85,0,0,17,72
Ythdc1,1,320,181,60,96,102,220,144,279,411,81,484
CG12010,32,52,0,16,124,129,14,0,376,141,260,78
CG12012,221,358,1095,226,914,651,1099,1111,611,421,581,504
Ids,0,0,0,21,0,0,0,19,0,0,0,0
lncRNA:CR45737,0,0,0,0,12,0,0,37,0,0,0,0
sty,119,263,315,208,407,445,338,631,216,327,205,492
mir-2282,0,0,0,0,0,0,0,0,0,0,0,0
eIF5B,121,420,492,133,697,228,456,198,623,362,766,95
armi,16,68,411,21,188,92,0,161,189,478,131,59
CycJ,0,0,0,0,0,0,0,0,7,0,0,0
CG14971,365,632,305,225,816,598,395,447,690,327,640,507
CG32267,131,366,1101,191,274,197,394,386,490,352,493,340
CG42324,3,2,10,0,3,0,0,23,1,6,0,47
CG43074,0,0,0,0,0,0,0,0,0,0,0,0
ImpE2,0,21,33,0,927,24,399,35,0,104,0,0
Eip63E,1929,1786,3323,1148,3051,1275,1289,1260,3359,1994,3107,3460
lncRNA:CR45043,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45820,0,3,1,19,30,0,0,0,27,21,16,93
snRNA:U7,0,0,0,0,7,0,0,0,0,4,9,0
CG10359,82,36,0,4,64,10,5,0,0,3,3,56
CG10357,0,0,0,0,0,0,0,0,0,0,0,0
CG14974,0,0,0,0,0,0,0,0,0,0,0,0
dar1,85,97,348,79,261,127,250,197,86,50,37,156
CG10862,0,0,0,8,0,0,0,0,0,0,0,0
CG43098,0,0,0,0,0,0,0,0,0,0,0,12
lncRNA:CR43484,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43485,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45675,0,0,0,0,0,0,0,0,0,0,0,0
CG43089,0,0,0,0,0,0,0,0,0,0,0,0
CG32264,85,30,28,46,85,25,30,61,213,28,103,84
ppk27,0,0,0,0,0,0,0,0,0,0,0,0
CG32266,0,0,0,0,0,0,0,0,0,0,0,0
ntc,214,82,408,26,208,99,239,299,43,119,85,43
IntS10,0,67,189,0,75,88,23,7,67,6,66,123
CG32262,0,84,171,5,68,23,6,48,45,116,56,157
CG32263,0,0,0,0,0,0,0,0,0,0,0,0
PIG-B,625,871,1960,476,1538,1158,842,528,1582,696,1821,1197
Scsalpha1,2505,2477,8353,1728,4822,3819,3995,3903,4357,2858,4446,3577
lncRNA:CR43932,0,0,0,0,15,0,0,35,0,0,0,0
lncRNA:CR45034,0,0,0,0,3,0,0,14,0,0,0,0
Acp63F,0,0,0,0,7,0,0,14,0,0,0,0
enc,77,60,371,35,50,80,16,88,91,21,142,41
Rdh,5,1,0,0,0,0,0,1,0,0,0,0
Awh,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45379,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43917,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45422,0,0,0,0,0,0,0,0,0,0,0,0
Fie,0,0,0,0,13,0,0,0,0,0,0,0
snRNA:U11,0,0,0,0,0,0,0,0,0,0,0,0
Gr63a,0,0,0,0,0,0,0,0,0,0,0,0
CG14977,499,572,2977,340,1013,954,1195,1146,587,380,805,442
Ccz1,74,110,0,50,257,92,319,167,209,0,175,49
Ubi-p63E,562,1299,1211,490,613,508,594,1214,870,384,724,489
Sc2,1318,974,3030,805,1967,1400,1401,1581,1227,1099,1653,911
ida,132,98,0,44,71,84,175,290,527,134,253,0
mge,727,882,2333,452,1150,925,801,1011,1202,1314,1457,862
Eip63F-1,0,1,0,0,337,0,0,0,0,0,0,0
asRNA:Eig63F-2,0,0,0,0,91,0,0,0,0,0,0,0
CG10866,23,10,125,29,210,32,0,7,80,79,193,154
CG12766,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR43916,0,0,0,0,0,0,0,0,0,0,0,0
CG10863,1,52,2,16,123,41,98,87,231,121,233,1171
CG14982,0,0,0,0,0,0,0,0,0,0,0,0
CG10853,0,0,0,0,0,0,0,0,0,0,0,0
CG14983,0,0,0,0,0,0,0,0,0,0,0,0
CG14984,0,0,0,0,67,1,39,0,0,0,0,0
CG12605,0,0,0,0,0,0,0,0,0,0,0,0
CG43915,0,0,0,0,0,0,0,0,0,0,0,0
scrt,0,0,0,0,0,0,0,0,0,0,0,0
CG14985,338,425,1024,220,788,382,912,838,589,314,424,225
FoxL1,0,0,0,0,0,0,0,0,0,0,0,0
Mul1,14,133,130,59,368,98,56,137,371,193,180,246
CG11594,0,0,7,0,1,1,0,0,22,1,5,1166
Gr64a,0,0,0,0,0,0,0,0,0,0,0,0
Gr64c,0,0,0,0,0,0,0,0,0,0,0,0
Gr64b,0,0,0,0,0,0,0,0,0,0,0,0
Gr64d,0,0,0,0,0,0,0,0,0,0,0,0
Gr64e,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR45042,0,0,0,0,0,0,0,0,0,0,0,0
Gr64f,0,0,0,0,0,0,0,0,0,0,0,0
CG11593,176,267,322,248,249,335,193,313,329,390,184,182
Rcd5,58,114,436,154,590,402,313,461,640,686,555,421
CG1136,0,0,0,0,0,0,0,0,43,1,40,0
Dpy-30L2,0,0,0,0,0,0,0,0,0,0,0,0
Ugt305A1,0,0,0,0,0,0,0,0,0,0,0,0
dib,0,0,0,0,0,0,0,0,96,0,70,0
wit,150,0,0,0,0,1,0,0,71,0,0,679
CG32259,0,0,0,5,0,0,0,0,0,0,0,34
Faa,0,0,0,0,0,0,0,0,0,0,0,0
Gad1,0,0,0,0,0,0,0,0,0,0,0,0
CG14989,0,0,0,0,0,0,0,0,0,0,0,0
CG14990,0,9,0,0,0,1,0,0,1,0,31,807
CG14995,0,11,167,10,12,54,0,0,20,0,65,2
Fit1,172,278,381,36,410,255,278,448,208,0,16,576
lncRNA:CR45670,0,0,0,5,0,0,0,0,0,0,0,2
Ack,0,319,55,6,60,36,104,228,0,0,199,24
Chd64,1604,1790,3021,892,3360,2869,2904,2912,3153,3388,3268,2998
ens,200,748,671,360,1134,534,475,618,785,475,546,859
RfC4,75,144,551,28,65,76,119,36,638,456,442,390
Rop,984,1392,2067,631,2070,1997,1671,2095,1381,2083,1621,1271
Ras64B,1285,1361,2377,740,2953,1248,1497,1898,1145,764,1623,713
Akh,0,0,0,0,0,0,0,0,0,0,0,0
CG32260,0,0,0,0,0,0,0,0,0,0,0,0
CG1299,80,187,1,32,81,73,87,12,811,1061,758,735
nab,0,0,0,0,0,0,0,0,0,0,0,0
mas,17,64,1,0,64,307,304,115,494,0,279,22
lncRNA:CR44529,0,0,0,0,0,0,0,0,0,0,0,0
Ero1L,804,522,961,415,849,736,305,865,415,1035,833,529
CG18675,0,0,0,0,0,0,0,0,0,0,0,0
Teh4,0,0,0,0,0,0,0,0,1,0,0,0
Teh2,0,0,0,0,0,0,0,0,0,0,0,0
Teh3,0,0,0,0,0,0,0,0,0,0,0,0
VhaM9.7-c,485,609,961,221,715,530,798,699,420,85,361,262
tipE,0,0,0,0,0,0,0,0,0,0,0,0
CG43367,0,39,0,23,37,44,19,54,23,25,41,144
CG15005,0,0,0,0,0,0,0,0,0,0,0,0
Cpr64Aa,0,0,0,0,0,0,0,0,0,0,2,0
Cpr64Ab,0,0,0,0,0,0,0,0,0,0,0,0
Cpr64Ac,0,0,0,0,0,0,0,0,0,0,0,0
Cpr64Ad,35,0,0,8,13,0,0,0,50,22,24,0
asRNA:CR32252,0,0,0,0,0,0,0,0,0,0,0,0
ImpL2,850,513,349,163,143,119,147,148,188,467,97,0
asRNA:CR45738,0,0,0,0,0,0,0,0,0,0,0,0
CG14997,721,996,3402,806,1610,969,1207,1290,7363,4069,7481,4452
pav,151,0,11,0,83,0,12,65,491,326,166,99
ago,7,317,147,36,248,209,156,301,454,259,148,325
CG1265,37,79,2,77,286,57,92,75,382,322,434,276
CG15011,83,144,1,59,413,101,3,292,101,140,206,25
CG1309,254,263,327,236,675,415,551,541,462,237,561,742
CG11586,19,54,198,27,71,92,76,86,55,71,178,110
VhaM9.7-a,0,0,0,0,0,7,0,3,0,0,0,4
CG1273,209,502,32,136,414,475,424,344,149,37,75,48
CG33764,0,5,21,0,0,22,0,4,0,0,0,0
Ctl1,541,866,1358,616,799,811,682,1525,1493,1827,1644,1210
CG11583,257,317,1104,210,219,260,453,514,1448,1425,1564,960
srw,0,0,0,0,0,0,0,0,0,0,0,0
CG1316,1335,892,2609,914,2179,1709,1322,1312,2117,1493,2348,2203
TfIIEbeta,448,381,1169,222,759,466,480,859,447,346,594,382
Hexo1,1243,1497,3436,751,3427,2202,1332,1666,2837,2927,2801,2500
CG15012,2975,4371,11621,2057,5893,2152,5833,6616,3151,2303,3632,3916
Fdx2,277,172,828,162,248,219,248,243,451,183,382,256
dyl,0,138,205,0,69,4,0,0,0,0,0,0
Claspin,4,14,79,38,23,10,76,0,181,124,85,59
PMP34,117,263,316,141,350,228,15,141,203,349,276,321
CG15014,88,120,658,111,200,159,200,200,295,269,466,226
Cip4,256,512,1713,280,1216,337,278,368,996,766,203,789
lncRNA:CR45156,0,6,0,0,11,0,0,0,0,0,25,0
mRpS6,121,100,397,56,177,109,234,116,223,116,348,110
CG33514,0,10,0,0,0,0,0,0,0,0,0,0
CG11342,48,46,141,37,131,33,102,110,2,129,177,14
DopEcR,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44360,0,0,0,0,0,0,0,0,0,0,0,0
CG32240,0,0,0,0,0,0,0,0,0,0,0,0
slow,60,90,0,112,1451,10,20,0,0,0,0,0
Syx17,89,63,30,25,147,72,138,38,0,128,156,48
CG15019,330,957,2559,501,957,559,538,926,2436,1368,1989,1055
DOR,52,116,297,42,188,114,75,136,281,422,251,591
CG15020,0,0,0,0,0,0,0,0,0,0,0,0
nAChRbeta1,0,0,0,0,0,0,0,0,0,0,0,0
CG15021,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45739,0,0,0,0,0,0,0,0,0,0,0,0
CG12607,0,0,0,0,0,0,0,0,0,0,0,0
CG11345,0,0,0,0,0,0,0,0,0,0,0,0
CG15022,0,0,0,0,0,0,0,0,0,0,0,0
CG15023,0,0,0,0,0,0,0,0,0,0,0,0
CG15024,0,0,0,0,0,0,0,0,0,0,0,0
CG32241,0,0,0,0,0,0,0,0,0,0,7,0
CG32249,0,0,0,0,0,0,42,0,138,0,206,365
CG32248,0,0,0,0,0,0,0,0,0,0,0,0
CG11349,0,0,0,0,0,0,0,0,0,0,0,0
CG7465,0,0,0,0,0,0,0,0,0,0,0,0
CG11350,0,0,0,0,0,0,0,0,0,0,0,0
CG13722,85,189,293,60,626,195,104,703,0,0,98,33
lncRNA:CR44709,0,4,0,0,4,1,0,0,0,0,0,0
CG13721,0,8,0,0,95,3,12,83,0,0,0,0
CG13720,0,0,0,0,0,0,0,0,0,0,0,0
NT1,224,86,0,12,430,261,248,208,0,0,0,87
Tie,162,20,40,58,62,112,151,122,17,24,56,70
CG11353,0,0,0,0,0,0,0,0,0,0,0,0
CG32243,1347,1571,4055,914,1692,1053,2472,1799,576,524,1278,646
CG11357,8,191,284,142,295,153,169,284,212,166,509,278
CG33777,0,0,0,0,0,0,0,0,0,0,0,0
CG42540,0,0,0,0,0,0,0,0,0,0,0,0
Src64B,123,65,142,96,362,288,391,74,51,400,374,402
CG32246,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45438,0,0,0,0,0,0,0,0,0,0,0,0
HDAC1,725,1305,2051,774,1430,933,700,1292,1377,1093,1450,503
axo,0,0,0,0,1,0,0,0,0,0,0,18
CG13716,0,0,0,0,0,0,0,0,0,0,0,0
TTLL1B,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR45830,0,0,0,0,0,0,0,0,0,0,0,0
CG32236,0,0,0,0,0,0,0,0,0,0,0,0
CG34266,0,0,0,0,0,0,0,0,0,0,0,0
CG7514,0,0,0,0,0,0,0,0,0,0,0,0
CG18418,0,0,0,0,0,0,0,0,0,0,0,0
RhoGEF64C,16,63,106,19,258,31,47,180,45,84,38,4
CG15876,0,0,0,0,0,0,0,0,0,0,0,0
CG13713,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43879,0,0,0,0,0,0,0,0,0,0,0,0
CG13712,0,0,0,0,0,0,2,0,0,0,0,0
lncRNA:CR45983,0,5,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43882,0,9,0,0,0,0,0,0,3,0,0,0
lncRNA:CR45984,0,0,0,0,0,0,0,0,11,0,0,0
CG12493,0,0,0,0,0,0,0,0,0,0,53,0
lncRNA:CR43881,0,0,0,0,0,1,0,0,0,0,0,0
CG13711,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45821,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45740,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44528,0,0,0,0,0,0,0,0,0,0,0,0
CG7509,0,0,0,0,0,0,0,0,0,0,0,0
CG18808,0,0,0,0,0,0,0,0,0,0,0,0
Dhc64C,86,316,314,148,441,183,308,157,388,476,122,118
LeuRS-m,2,287,558,269,284,215,146,164,530,264,347,471
CG13708,0,0,0,0,0,0,0,0,0,0,0,0
CG13707,0,71,0,0,124,63,68,57,0,0,4,55
CG32237,0,0,0,0,0,0,0,0,0,0,0,0
CG32235,0,0,0,0,0,0,0,0,0,0,0,0
Dnah3,0,5,0,5,0,0,0,0,0,0,0,0
CG13705,0,0,0,0,0,0,0,0,0,0,0,0
CG13704,0,0,0,0,88,0,0,0,0,0,0,0
Rh50,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43627,0,0,0,0,0,0,0,0,0,0,0,0
Con,0,0,0,0,17,0,0,0,0,0,0,0
CG17030,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45685,0,0,0,0,0,0,0,0,0,0,0,0
CG32232,0,0,0,0,0,0,0,0,0,0,0,0
ATPsynCF6L,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43884,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46198,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR34047,0,0,0,0,0,0,0,0,0,0,0,0
CG4597,0,0,0,0,0,0,0,0,0,0,0,0
CG15212,0,4,0,0,0,0,0,0,58,50,117,149
CG15213,0,0,0,0,0,0,0,0,0,0,0,0
CG4603,465,252,1299,209,841,649,601,636,786,485,756,262
asRNA:CR45160,0,1,0,1,0,0,0,0,0,1,0,0
CG10674,0,0,0,0,0,0,0,0,4,0,0,0
CG4611,0,12,1,50,209,45,76,0,26,66,78,0
Prpk,573,578,1751,376,634,474,797,880,564,474,1072,692
CHMP2B,371,309,804,204,357,220,340,369,343,146,556,206
CG10672,220,154,461,145,382,167,394,466,523,418,318,363
Gdap1,0,0,0,8,0,0,0,0,0,0,0,0
lncRNA:CR45985,0,0,0,2,0,0,0,0,0,0,0,0
Fitm,194,103,623,86,237,217,100,154,447,65,225,162
AlaRS-m,154,178,249,64,201,66,157,302,251,560,566,154
Gen,134,77,167,0,123,69,68,108,0,267,0,183
Srp54k,1118,922,2685,522,1990,1658,1603,1360,1816,1264,1605,1368
shep,785,885,1033,481,2233,1023,1383,1520,652,438,556,935
CG4669,0,0,0,0,36,0,11,0,0,0,0,0
lncRNA:CR45741,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45742,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Ser-AGA-2-5,0,0,0,0,0,0,0,0,0,0,0,0
lama,118,311,393,101,140,208,173,507,44,100,186,123
tRNA:Val-TAC-1-1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Val-TAC-1-2,0,0,0,0,0,0,0,0,0,0,0,0
Klp64D,205,114,22,85,272,184,263,200,254,60,66,98
Cyt-c1,5630,4175,19187,2541,9722,6749,9152,9710,7584,5225,8597,3654
Uev1A,1787,2084,4173,1252,3556,2165,2335,2946,2600,2205,3485,1606
Membrin,627,631,1449,355,939,630,872,975,320,211,106,313
Pfdn4,276,566,1350,274,518,238,550,824,470,364,787,384
lncRNA:CR44515,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44516,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45743,0,0,0,0,0,0,0,0,0,0,0,0
Ir64a,0,0,0,0,0,0,0,0,0,0,0,0
DIP-delta,0,0,0,0,0,0,0,0,0,0,0,0
CG4835,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44520,0,0,0,0,0,0,0,0,0,0,0,0
blanks,0,0,0,0,0,0,0,0,0,0,49,1
lncRNA:CR44518,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44519,0,0,0,0,0,0,0,0,0,0,0,0
CG34342,0,0,0,0,0,0,0,0,0,0,0,0
Lkr,0,0,0,0,0,0,0,0,0,0,0,0
CG13285,0,0,0,0,0,0,0,0,0,0,0,0
frm,16,9,3,0,104,5,0,0,117,208,72,15
sinu,1467,1554,2912,987,2329,1514,1189,1382,1852,1254,2439,1620
ScsbetaG,602,938,4118,509,1521,733,727,1033,2572,1904,2592,1966
Sras,504,327,1189,216,688,448,465,526,552,329,314,393
bc10,114,132,213,41,156,166,191,329,160,127,81,168
Msr-110,9062,8854,21674,5116,24717,16636,11903,12506,12753,9311,14232,7686
snmRNA:357,0,0,0,0,0,0,0,0,0,0,0,0
l(3)psg2,350,125,541,209,444,167,52,115,161,49,365,826
spo,0,0,0,0,0,0,0,0,0,0,0,0
Alp10,0,0,0,0,0,0,0,0,0,0,0,0
Alp9,0,0,0,0,0,0,0,0,0,0,0,0
CG10591,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF3,869,1319,2165,742,2022,1474,1379,1947,972,698,840,1327
mthl2,4,85,0,21,366,106,47,207,0,0,21,0
Eaf6,50,64,12,83,55,92,31,117,61,93,157,37
Blimp-1,602,370,1308,292,1522,607,475,698,12,44,102,221
lin-28,0,0,0,0,0,0,0,0,0,0,0,0
sif,0,0,0,0,0,0,0,0,0,0,0,0
Sse,0,0,84,0,1,43,0,39,27,96,3,0
CG46320,0,0,0,0,0,0,0,0,0,0,0,0
CG44521,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me18S-A1494,0,0,0,0,0,0,0,0,0,0,0,0
DnaJ-1,655,519,1402,362,391,385,368,303,214,492,516,330
Usp47,80,143,710,47,140,107,20,25,712,591,90,154
CG10576,3004,3782,8141,2111,5509,4289,4991,4215,8585,5588,8038,5364
snoRNA:Psi18S-1397,0,0,0,0,0,0,0,0,0,0,8,0
snoRNA:684,0,5,0,0,1,0,0,7,0,0,0,0
snoRNA:Psi28S-1837c,0,1,0,0,0,0,0,0,0,0,0,0
snoRNA:Psi28S-1837b,0,1,0,0,1,0,0,0,0,0,0,0
snoRNA:Psi28S-1837a,0,1,0,0,0,0,0,0,0,0,0,0
snmRNA:CR43603,0,0,0,0,0,0,0,0,0,0,0,0
Txl,2235,1661,6105,874,4486,2212,2770,2958,1671,1421,2288,1091
Ppat-Dpck,11,5,100,2,28,8,11,18,15,54,16,55
asRNA:CR45831,0,0,0,0,0,0,0,0,0,0,0,0
scny,449,451,552,239,632,240,185,453,752,289,388,1154
vito,61,71,232,45,142,61,84,140,462,110,269,76
Myt1,11,197,317,54,299,233,129,293,126,147,250,212
Pmi,0,0,0,0,0,0,0,0,0,0,0,0
PGRP-LD,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR45026,0,0,0,0,0,0,0,0,0,0,0,0
Cralbp,0,0,0,0,0,0,0,0,0,0,0,0
Bre1,70,302,81,111,332,229,258,141,42,164,257,14
Tektin-C,89,185,399,128,1,143,111,186,70,74,241,180
S6k,220,201,602,140,447,375,187,620,273,337,854,458
CG42272,0,5,118,0,251,38,33,8,180,3,0,148
kri,1720,1806,5167,888,2254,1668,1601,2498,3058,1622,3167,2364
mad2,24,70,265,1,54,12,69,53,29,109,21,162
vn,152,35,179,4,31,8,18,5,92,85,21,37
CG5568,0,0,0,0,0,0,0,0,0,0,0,0
CG18586,0,0,0,0,0,0,0,0,0,0,0,0
CG13287,0,0,0,0,0,0,0,0,0,0,0,0
DNApol-epsilon58,85,23,0,22,52,20,62,0,0,359,251,99
CG5592,0,0,0,0,0,0,0,0,0,0,0,0
CG32409,735,558,1803,407,840,275,627,791,1641,883,1309,1369
QC,650,928,1827,382,1566,1091,1135,1768,1570,1262,1772,1597
CG32413,0,0,0,0,0,0,0,0,0,0,0,0
CG10486,0,0,0,0,0,0,0,0,0,0,0,0
CG13288,0,0,0,0,0,0,0,0,0,0,0,0
CG10483,0,0,0,0,0,0,7,0,13,0,0,0
asRNA:CR45167,0,0,0,0,0,0,0,0,0,0,0,0
CG32407,5,3,0,0,147,41,48,21,1,0,0,0
CG33523,199,733,1089,252,841,549,391,464,785,424,895,391
Rcc1,469,303,855,252,301,210,204,285,1330,952,1193,768
CG33993,0,2,0,0,34,16,0,0,0,0,7,0
CG10479,0,0,0,0,77,0,0,0,0,0,0,0
lncRNA:CR45439,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45440,0,0,0,0,0,0,0,0,0,0,0,0
PVRAP,0,0,0,0,0,0,0,0,0,0,0,0
alphaKap4,0,0,0,0,0,0,0,0,0,0,0,0
CG10477,0,0,0,0,0,0,0,0,0,0,0,0
yip7,0,55,0,0,0,0,0,0,0,0,43,15
lncRNA:CR43952,0,9,0,0,0,0,0,0,0,0,0,0
CG6462,0,7,0,0,0,0,0,0,0,0,0,0
Jon65Aiv,24,14,0,0,0,0,0,0,70,1,0,86
Jon65Aiii,0,44,0,0,0,0,0,1,0,0,28,10
Jon65Aii,0,0,0,0,0,0,0,0,0,0,0,0
Jon65Ai,0,0,0,0,0,0,0,0,0,0,0,0
tant,296,143,188,245,603,262,291,238,172,121,478,140
lncRNA:CR45441,0,0,0,0,0,0,0,0,0,0,0,0
CG6592,0,0,0,0,0,0,0,0,0,0,0,0
CG10472,0,0,0,0,0,0,0,0,0,0,0,0
CG42269,0,16,0,0,0,6,0,0,0,0,0,0
CG6602,0,0,0,0,0,0,0,0,0,0,0,79
CG13295,34,160,390,80,202,103,124,0,99,115,119,166
CG6610,80,220,488,94,107,99,202,233,312,81,223,150
ssp6,0,0,0,0,0,1,136,114,0,0,0,0
CG13293,0,0,0,0,7,7,0,0,0,0,0,0
CG10469,4,0,0,0,15,17,0,0,0,0,17,31
CG10467,75,105,282,25,20,107,94,81,157,104,87,0
loj,1799,2113,5795,979,2555,2591,2236,3186,1635,1670,1508,1194
Ets65A,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46001,0,0,0,0,0,0,0,0,0,0,0,0
l(3)mbn,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46005,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Ag3,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Au,0,0,0,0,4,0,0,0,0,0,0,0
Lcp65Ag2,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Ag1,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Af,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Ae,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Av,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Aw,1,0,0,0,0,0,0,0,6,0,0,0
Lcp65Ad,0,0,0,0,0,0,0,0,0,27,0,0
Lcp65Ac,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Ab2,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Ax1,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65APsi,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Ab1,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Ax2,0,0,0,0,0,0,0,0,0,0,0,0
Lcp65Aa,0,0,0,0,0,0,0,0,0,0,0,0
Acp65Aa,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45421,0,0,0,0,0,0,0,0,0,0,0,0
CG13297,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Ay,0,0,0,0,0,0,0,0,0,0,0,0
Cpr65Az,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45744,0,0,0,0,0,0,0,0,0,0,0,0
Prdm13,0,0,0,0,0,0,0,0,0,0,0,0
fmt,46,777,839,345,795,305,343,478,624,652,650,518
CG7376,12,8,217,0,0,15,42,0,56,0,0,28
CG10274,24,25,168,17,14,59,110,3,376,0,174,193
D19B,6,45,269,10,76,148,27,155,169,543,337,64
CG43293,25,21,77,16,51,12,26,34,75,179,115,131
D19A,147,109,632,27,154,162,146,262,97,212,188,135
CG7386,0,79,57,32,78,51,36,1,130,0,51,8
Sf3b6,1297,1794,4575,901,2929,1329,1572,2019,1304,943,2193,1101
Tnpo,539,471,468,405,591,266,407,527,316,789,326,782
CG8219,0,0,0,0,0,0,0,0,14,0,0,0
LanA,9,222,182,22,522,103,464,239,5,167,226,129
CG33946,0,0,0,0,6,1,0,8,0,0,0,0
CG13299,0,0,0,0,0,0,0,0,0,0,0,0
BG642312,0,0,0,0,0,0,0,0,0,0,0,0
CG42714,0,0,0,0,0,0,0,0,0,0,0,0
CG10226,0,0,0,0,0,0,0,0,0,0,0,0
Mdr65,0,0,0,0,0,0,0,0,0,0,0,0
Best2,3,310,26,289,205,277,30,555,978,544,178,356
CG10163,0,0,0,0,0,0,0,0,0,0,0,0
Ldh,553,839,1279,234,1535,918,1466,1169,153,396,137,130
lncRNA:CR44522,0,0,0,3,0,0,13,0,0,0,0,0
CG43168,0,0,0,6,0,0,0,0,0,0,0,0
lncRNA:CR45420,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45114,14,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45113,3,0,0,0,0,0,0,0,0,0,0,0
Or65a,0,0,0,0,0,0,0,0,0,0,0,0
Or65b,0,0,0,0,0,0,0,0,0,0,0,0
Or65c,0,0,0,0,0,9,0,0,0,0,0,0
CG13300,14,66,13,108,288,23,11,32,69,38,215,140
Sfp65A,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45419,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45980,0,0,0,0,0,0,0,0,0,0,0,0
CG42747,1,36,166,122,82,66,1,4,688,214,291,179
CG10147,66,125,144,6,311,43,72,7,62,0,50,110
CG8270,27,235,1004,71,725,339,395,512,420,410,487,293
Vps8,16,529,0,129,88,213,203,86,0,439,86,49
sfl,36,100,0,18,64,32,81,211,6,16,2,119
lncRNA:CR45979,0,12,0,0,0,0,0,0,0,0,0,0
