Geneid,WT1_quant,WT2_quant,WT3_quant,WT4_quant
CG2861,0,0,0,0
CG12682,0,0,0,0
boil,0.140939,0,0,0
CG6927,0.433544,0.143129,0.422204,0.020098
CG4041,29.825659,30.198339,33.141442,31.461014
CG6903,57.074455,42.971633,47.129281,44.309215
CG12680,0,0,0,0
Rpn13R,1.855222,0.358794,3.043191,0.197103
CG15465,2.231694,0.500564,1.998777,0.369899
CG5062,0,0,0.013583,0.067954
CG3323,1.098698,0.795364,1.233455,1.134111
CG17764,0.883008,0.483572,1.571264,0.470707
TrxT,0.054199,0.259487,0.821827,0
CG4198,0,0,0,0.020842
CG15930,0.491796,0.160836,0.031644,0.165538
Sas10,126.527065,84.368787,121.842726,93.274594
CG3309,12.470353,10.834011,9.397262,11.38278
SK,0.025883,0.266977,0.402531,0.032094
NAAT1,0.173775,0.010289,0.100898,0.014472
Usp16-45,30.442724,41.487481,32.545582,45.812087
CG16756,0,0,0,0.239462
CG15784,15.256992,8.113522,16.402419,16.857605
SPR,0,0.075244,0,0
frma,0,0,0,0
CG4151,0.045161,0,0,0.03785
CG12730,188.454844,122.153317,176.646295,109.476287
RhoGAP5A,38.346361,25.992418,29.250461,32.665343
Sirt4,23.90693,13.912562,13.175088,15.100375
RpL35,1970.69206,1702.184005,1526.070003,1989.559652
PGAP1,5.342043,6.636105,7.143936,8.876845
CG4096,36.024012,20.508211,26.787954,38.232722
CG15773,0.22164,0.216906,0.181099,0.434234
CG4078,8.513206,6.864549,10.306934,10.350145
CG15772,1.080871,1.717289,1.481766,1.9456
lin-52,125.343104,65.843142,100.662424,84.86893
CG15771,17.138915,18.804341,16.285804,19.348042
CG3097,37.98736,14.320006,22.112899,24.367634
CG3108,0.210016,0.216537,0.375337,0.064496
CG15767,0,0,0.461154,0
CG12239,0,0,0,0
Cpr5C,0,0,0,0
Prosbeta2R1,0,0,0,0
AgmNAT,1.910315,4.495733,0.720317,2.857575
CG15765,3.209321,2.279325,2.395444,2.166101
CG12729,0,0,0,0
CG15764,0,0,0,0
GAA1,105.66485,68.295004,75.867075,80.683826
Usp30,40.122571,36.466429,51.727714,35.732757
CG16721,65.569727,89.621671,87.623343,62.235601
CG4020,0.951068,0.284724,0.148353,0.15445
CG12236,23.919293,25.478693,29.509594,22.83007
Shmt,466.739853,356.895756,362.219907,415.507571
CG3726,1.98858,3.841855,3.649442,2.400664
CG12728,5.549336,7.971185,6.328384,7.983048
CG6041,16.394982,11.932973,20.745438,13.740104
CG6048,0,0,0,0
CG6067,0,0,0,0
Grip,16.730248,21.536582,21.860239,34.0014
CG5966,16.821762,23.159186,25.462311,23.334548
MCTS1,305.317359,221.991286,264.841606,213.127302
CG5937,0,0,0,0
CG5921,0.699358,0.666123,0.565064,0.538172
CG5928,0,0,0,0
Tsp5D,0.906431,0.396482,0.492214,0.310461
CG4666,4.51527,11.332303,3.062754,4.499704
CG4660,0,0,0,0
raptor,3.459347,5.756704,3.024645,8.192239
Nep1,0.493245,0.571289,1.12149,0.897592
Btnd,0,0.142292,0,0
Efr,16.174619,11.911123,13.022221,15.114983
CG14445,0.062442,0,0,0.299253
CG3781,14.074534,11.904011,13.77777,13.733265
CG3566,318.985354,190.750998,182.463425,215.054155
CG11700,0.929292,1.079398,1.491251,1.107604
wuho,64.682246,63.707017,60.60966,77.614972
mldr,16.06976,12.758458,12.664032,13.425498
CG15892,0.608187,0.451189,0.027266,0.484605
CG15891,114.285098,81.12573,82.859796,85.964018
CG3815,34.945064,34.437909,30.126586,32.851141
CG3823,83.274685,125.449443,150.282561,95.714829
CG15894,0.172009,0.636707,0.057355,0.107943
CG3842,37.279169,29.9279,34.000986,39.126915
CG3847,95.892619,78.466659,103.100348,91.601461
ND-B16.6,453.265954,361.54201,375.882911,340.674764
Marf,37.400146,47.572377,57.7472,45.843176
CG3918,79.309642,46.712361,70.163739,54.220322
CG3342,28.058074,17.540219,19.730889,20.796712
CG17717,0.136777,0.488092,0,0.118562
Pat1,17.625733,20.83726,21.561672,34.054092
APC7,0.161677,0.153641,0.987893,0.252957
CG14443,0.58856,0.072618,0.078564,0.240605
pigs,7.594364,4.967694,4.901868,11.917131
CG3226,370.484225,240.723541,318.378944,295.119661
CG3224,148.894372,99.317706,124.431713,118.964997
CG3198,26.727452,18.029094,26.116296,20.211173
ND-ASHI,204.833488,169.500166,163.937065,182.279187
Fum2,0.392948,0.362486,0.400944,1.003946
Pink1,53.238744,46.732981,56.733822,48.134812
CG3184,28.463538,15.958924,16.537635,15.790678
CG14442,27.159055,32.898466,38.299303,37.397269
CG14440,27.610472,24.55413,28.700346,29.006118
CG14441,0.609154,0.616531,0.475803,0.723177
CG3168,22.367811,33.799615,39.474979,14.139575
RpL17,1149.591069,1147.737614,845.976196,1219.182969
CG14439,29.758956,36.243825,33.383695,43.290593
CG14438,9.110823,9.469565,6.850184,11.11396
pod1,50.221337,88.34382,61.581743,87.677698
Nf-YC,34.858579,37.187467,41.293655,37.644121
xit,63.619996,39.901218,50.749779,46.142745
Atx-1,3.997583,3.233995,4.030499,4.054043
mAChR-C,0,0,0,0.064423
CG14435,10.279874,11.102174,13.018641,5.965471
CG4557,28.081871,26.157833,35.621712,27.522148
Cht11,17.056358,11.821873,22.206016,11.718252
CG4558,44.512592,38.119228,45.963148,37.218514
CG14434,467.271049,211.5483,320.324664,265.96478
CG14431,0.172997,0.177985,0.0683,0.038816
CG4586,140.327736,275.833889,273.84577,190.267046
CG3040,27.764546,33.211545,25.372529,29.795326
CG3032,21.972302,12.021322,22.894601,12.216828
CG4593,222.084365,115.815902,178.267157,120.05199
CG12541,0.082643,0.437499,4.034985,0.299889
CG14427,0,0,0,0
CG4607,3.341827,6.997597,3.977421,1.919634
CG4615,20.324572,23.560077,27.997478,22.167204
CG4617,30.330675,25.438399,36.240089,26.776359
CG8300,228.566419,139.043551,203.004088,165.494994
CG9650,7.304103,6.564159,5.812791,11.947376
CG1958,0,0.10201,0,0
CG1677,58.074282,83.745975,72.244528,86.806331
CG2059,32.780365,22.001973,26.182127,17.958125
Atg5,29.194572,38.003555,40.325649,29.175605
Dok,49.637086,58.188577,54.923998,49.251506
CG18155,0.739399,0.398288,0.604916,0.68421
CG15034,0,0,0,0
CG1999,0,0,0,0
CheA7a,0,0,0,0
CG15035,0,0,0,0
CG9657,0.069865,0,0,0
CG11369,0,0,0,0
CG12689,0,0,0,0
CG15478,0,0.027868,0.015292,0
CG12155,42.517904,39.83347,44.632431,43.754958
Pdp,32.129917,22.63101,26.28445,23.710993
Rab39,25.221645,25.320873,22.815592,21.957067
Ir7a,0,0,0,0
CG1402,0,0,0,0
CG10920,0,0,0,0
CG1409,0,0,0,0
Ir7b,0,0,0,0
Ir7c,0,0,0,0
Ir7g,1.91349,0.257752,0.301201,0.920699
CG10932,369.074279,267.816729,252.859532,263.21332
Nek2,33.60129,40.541259,35.058187,39.917284
ND-MNLL,498.918685,321.903588,363.847823,338.983391
dpr14,0.043341,0.074957,0.095513,0.035022
spidey,9.393539,9.530272,6.86904,10.16408
snz,1.457103,1.391827,1.664387,2.197716
hdm,0.120431,0.127209,0,0
mahe,17.10263,34.386783,23.496883,37.523042
CG10778,36.30035,32.616378,36.809255,31.937959
CG15332,0.284952,0.182781,0.568797,0
CG15330,0,0,0.38726,0
CG15333,0,0,0,0
CG2233,1.054746,0.292538,0.579675,0.624659
Upf2,7.488912,12.589381,7.536876,15.594137
CG1571,0,0,0,0
Ldsdh1,0,0,0,0.258265
CG2256,0.041444,0.025203,0,0.035863
UbcE2H,54.662118,38.951256,48.474049,51.11454
CG2258,11.767613,12.565749,13.035599,13.831831
CG1575,49.999674,33.20198,38.78374,39.326741
CG2260,123.417409,66.149324,107.021504,69.417378
cyr,0,0.021736,0,0.199399
CG2116,50.701183,48.410094,68.836689,49.220322
CG10958,8.878617,6.558441,7.752918,9.123805
CG2120,0,0.193477,0,0.171687
CG17982,21.790832,18.742331,17.252043,17.253511
alpha-PheRS,243.608518,217.423344,212.923796,225.994103
CG2129,9.691916,8.162751,12.628366,7.081682
CG15336,0,0,0,0.073828
CG10959,6.698954,7.156513,4.986128,4.205632
Gbeta5,5.755774,10.026891,4.410648,9.418978
CG18262,20.770644,17.075042,17.994652,24.069504
GIIIspla2,163.834758,124.346316,156.471337,93.917202
CG15337,0,0,0,0
CG10761,0.300232,0,0,0
Or7a,0.109059,0,0,0
CG2278,1.328114,0.507494,0.393275,0.516663
slpr,10.259592,13.811194,10.416232,16.89342
CG2147,244.812792,185.633072,202.784923,178.317666
sni,39.895734,15.729741,29.816898,22.265274
CG1632,4.945676,7.300523,4.973843,7.899134
Corp,1.810491,3.853229,2.142385,2.04169
CG15343,1.446346,1.871427,2.269911,7.944963
CG1636,19.372477,25.599179,31.525904,21.09495
CG1387,0,0,0,0
CG10555,23.583512,41.257959,26.508918,49.730159
PIG-T,31.189658,45.955789,38.683771,45.489208
Miga,22.498004,18.618058,25.242811,22.130641
CG1440,69.611979,88.363406,83.898332,67.150299
CG12123,30.830136,24.467479,28.443697,17.09896
CG15347,0.615624,0.342653,0,3.321612
CG12116,0.852217,0.096902,0.749816,0.382165
CG12112,33.130199,34.04089,25.498306,28.420443
Trf4-1,20.494597,24.845884,28.217446,23.520397
CG12111,0,0,0,0
spirit,13.126545,44.636771,20.32051,21.681103
CG12065,3.832767,1.988375,3.654948,3.057314
CG12081,120.884713,94.698257,114.481345,98.028927
Caf1-180,22.375285,17.57946,19.753393,19.413846
CG12772,6.846908,8.536478,12.754888,10.431472
CG11284,40.629834,45.224859,57.508362,51.265485
Ppt1,70.483812,71.486121,60.141454,69.91409
CG11294,0,0.288721,0.057469,0.07484
CG2004,148.179023,96.696965,137.935189,113.722813
CG1785,61.809728,55.145092,67.34835,62.22542
CG1789,56.786488,50.659449,47.042225,54.593171
CG12075,12.682281,24.005933,10.866476,17.314018
CG1885,56.015108,30.40666,50.316468,30.142824
Rbm13,150.576547,94.370871,141.311658,129.048097
CG12661,0.260757,0,0.628237,0
CG10962,13.109197,21.429415,18.269996,12.2712
CG12662,0.113322,0.143088,0,0.103543
CG15365,4.391981,3.107677,5.262568,5.625767
CG10970,0.094031,0.161904,0.025822,0.232698
CG7246,40.878484,30.287098,39.325481,33.575716
HP1b,83.585266,72.583044,89.722209,76.853715
CG6999,0,1.062956,1.442709,1.041311
CCT2,291.038433,246.094661,272.183866,273.147287
CG7766,20.831371,25.503829,24.026379,36.30634
Arfrp1,39.796438,30.951422,35.801945,29.049923
AP-1gamma,16.159111,27.905576,20.66007,25.282837
fend,20.94663,17.105958,27.207903,9.676612
CG7065,12.015277,12.443277,10.833415,12.668265
fh,39.551565,30.115662,42.830222,27.156818
Bap111,156.372801,153.843827,165.659662,181.927656
Zpr1,62.652182,63.257492,60.99094,61.882085
CG12115,0,0,0,0.155771
CG12057,0.838613,0.130034,0,0.125171
CG12056,90.310548,55.519739,75.221779,41.562969
CG12106,34.000506,19.623344,35.515108,24.10503
CG12118,43.830604,38.252997,47.032417,34.090531
SmydA-9,0.021935,2.499123,24.41685,5.976182
Obp8a,0,0,0,0
CG15368,0,0,0,0
CG15369,0.157184,0.298179,0.109084,0.143645
CG15370,0,0,0,0
Gr8a,0,0.091768,0.0803,0.025977
CG12121,60.389966,84.389482,67.749431,58.491936
CG17754,130.146699,184.311224,180.190259,153.697059
CG17440,0.149958,0.090487,0.198017,0.160703
Cfp1,25.168965,19.149226,31.046534,17.950972
Aladin,131.503967,84.221554,110.440648,88.095774
RpS28b,1804.420129,1732.687946,1467.9104,1959.997022
CG15317,134.496435,110.505714,90.580185,111.091456
Gga,75.275245,78.797525,76.500547,70.758791
CG3106,0,0.041469,0,0
CG1354,104.101402,86.942543,83.070705,88.286149
CG15247,0,0,0.190892,0.134385
CG1468,0.315117,0,0,0.497264
CG9686,19.612478,3.412166,1.61398,0.859292
CG9689,447.758131,536.085413,517.616456,435.627511
CG9691,267.973389,183.207818,181.093662,231.295619
CG15249,0,0,0,0.039986
CG1986,0,0,0,0
CG1791,0,0,0,0
CG1889,0,0,0,0
CG15252,0,0,0,0
CG2990,2.779461,1.659861,2.608768,2.50172
CG15312,0.337696,0.019672,0.724727,0.05183
CG2972,85.315905,74.137779,82.459498,70.047805
CG2974,53.620827,33.694788,52.358594,34.59458
CG12645,0.956242,0.422884,1.19659,0.305062
CG15309,25.722081,34.082097,32.153078,29.014512
CG2962,0,0.002664,0.392003,0
Ipod,0,0,0,0
CG2909,1.367202,2.854421,2.946029,2.09176
CG15306,0,0,0,0
CG2898,0,0,0,0.031023
Psf3,30.780427,21.978638,23.050655,23.110406
RabX2,0,0,0,0
CG12640,0,0,0,0
Or9a,0,0,0,0
CG2889,33.87435,26.509306,41.251027,31.334911
CG2887,0.150173,0.476782,0.797893,0.546928
PPP4R2r,123.094542,145.8372,142.50064,129.904787
CG15296,0.098519,0.181297,0,0
CG2124,5.268357,7.253217,2.750324,6.908211
CG1628,29.591163,28.668501,22.073429,23.333963
Rab9Db,0,0,0,0
CG9806,0.028238,0,0,0
CG2111,0,0,0,0
CG12637,0,0,0,0
BTBD9,12.226098,15.070688,15.534705,15.03835
Rph,0.235407,0.423603,0.209134,0.455565
CG15211,2.10452,3.014697,1.377539,1.154794
CG15209,1.641858,0.614093,0,1.647937
CG17333,155.797961,102.52623,113.86488,88.776771
CG2202,11.374622,12.851403,13.03063,10.841643
feo,83.891572,56.541858,73.549897,74.225678
sofe,18.576275,13.2671,15.878684,14.396874
CG2186,5.779355,11.039398,10.898716,16.151196
CG2157,0,0.034513,0.147868,0
CG1637,111.09569,122.985863,126.078838,115.700088
CG1582,9.428258,9.705101,8.786824,12.675444
CG15208,0,0,0,0
CG2145,44.078817,67.430493,45.059473,69.468357
SmydA-4,0.658438,0,0,0
CG1552,0,0,0,0
CG1545,0.255352,0,0,0.309738
CG1537,1.685233,0,0,0.452446
CG15203,2.0724,0.124074,0,0.447476
Vago,0.509575,0.320845,0.699367,0.763783
CG2076,124.051187,120.762601,140.673744,122.180468
CG11122,2.137876,1.814923,0.90446,2.083275
Klp10A,51.406364,82.92147,79.853709,81.200351
CDK2AP1,54.58202,56.481043,55.166088,52.64274
CG15199,1.355128,0.337832,0.619881,0.568566
CG15202,1.983791,2.188967,0.927533,1.683175
CG15201,1.89601,1.194557,2.130785,1.870033
Lint-1,22.593614,23.680216,31.998702,25.233929
Dlic,129.256876,147.36063,168.953588,146.497888
CG1394,0,0.043735,0,0
CG15200,0,0,0,0
CG11106,0,0,0,0
CG15198,0,0,0,0
CG1657,3.994483,7.024266,3.274402,10.460387
GCS1,52.926725,39.251381,51.261126,48.16781
CG11756,0.376414,0,0.614454,0.602643
CG1738,29.527977,18.673409,32.334472,25.19119
CG11752,218.931057,177.077089,187.329231,165.512547
CG1737,10.018454,11.293651,11.036399,11.278427
Pa1,197.292976,154.576999,202.872211,152.246849
CG15196,0,0,0,0.102952
Gr10b,0,0,0,0
Or10a,0.063388,0.093892,0,0.199567
Sk1,5.401371,2.438985,2.335098,3.41663
HP5,51.711675,55.351016,57.529911,66.412282
Cyp4g15,0,0,0,0
Uba5,177.211881,163.63503,162.356153,146.766511
Spase25,498.234685,463.134648,421.33839,369.308879
CG33235,0.018439,0.00541,0.040238,0.054065
CG1572,146.756663,103.883887,97.930927,174.111176
PGRP-SA,23.361726,11.611012,9.973553,9.853729
CG11699,365.814192,283.658581,279.753615,305.978459
Reepl1,0.362475,0.161305,0,0.058046
CG11696,30.187207,24.970818,32.697517,23.918249
CG11695,26.740153,20.929557,23.437343,21.560178
CG1561,0.395967,0.106168,0.932236,0.166506
rho-4,52.761918,95.834392,89.798651,98.04661
CG2533,0.30682,0,0.105981,0.758359
CG2247,46.749473,52.899636,55.684366,53.324877
CG1703,50.04009,59.544563,57.026139,56.989455
Vlet,33.76658,30.51946,31.234387,28.241392
CG2444,13.28627,281.721139,103.725406,123.381745
FucT6,48.709255,62.996743,76.048761,50.571641
Amun,251.071368,322.709581,320.93178,292.832745
prtp,157.538999,310.362775,222.246852,175.436994
Tango10,22.442024,22.10937,23.241734,18.923474
CG15221,0,0,0,0
CG9360,0.88321,0.119115,0,0.33867
Karl,5.19622,4.64087,3.73135,12.703845
CG1578,27.30869,22.006844,26.315193,26.62521
CG15741,0,0,0,0
Cyp28c1,0,0,0,0
CG15740,0,0,0,0
p24-1,192.600798,208.972694,162.835661,175.980861
CG10347,88.166621,55.885464,67.585499,52.67639
ATP7,5.213993,10.90343,5.585531,10.195793
Nrd1,14.118278,31.809174,21.29095,23.365175
CG1847,12.699227,16.616248,14.552223,11.949124
CG11802,38.626294,35.457056,36.208455,24.05639
CG15739,0.991333,3.690342,1.207983,1.866126
CG10352,0.032502,0.077663,0,0.192709
CG10353,19.240478,26.426532,31.969433,34.772864
SelG,137.93772,100.760163,87.476357,94.564408
CG1840,14.298657,12.799576,11.759805,7.525506
sicily,70.124029,44.529909,54.963417,55.591349
Upf1,20.961881,29.223565,25.922647,40.289166
Sclp,54.486656,47.856615,139.433909,95.774486
CG10362,0,0.038285,0,0
CG18130,0,0,0,0
CG1806,38.186367,50.2048,39.285434,47.155058
CG1492,6.20974,7.712857,4.488443,5.169665
regucalcin,171.89695,194.855164,232.670322,453.559065
Lsm12,153.105458,122.499342,142.477167,139.491233
Tango4,117.038186,88.840114,94.509739,104.013442
Usp7,22.415366,47.557725,35.44886,51.16391
Cyp311a1,0.146128,0,0,0.175117
Cyp318a1,0.11551,0,0,0.175056
Uch-L5R,0,0,0,0
moon,0,0.4341,0,0
CG15734,0,0,0,0
CG11356,0,0,0,0
CG2750,0,0,0,0
CG1924,0.123204,0.061018,0.052789,0
CG2577,0,0,0,0
Ir11a,0,0,0,0
CG2574,0,0,0,0
CG15927,0,0,0,0
CG15731,0.042869,0,0,0.149269
Rab40,37.337486,43.729037,38.701117,46.998601
Cpr11A,0.265144,0.022639,0,0.096179
Mks1,0,0,0,0
CG2556,6.031989,5.547531,6.35946,4.781424
Cpr11B,0.978612,0.366217,0.5836,0.058347
Pits,33.578832,31.63393,30.24808,34.597761
CG1824,44.65433,45.424772,42.011096,46.784494
CG1463,75.116981,46.246324,65.962751,56.756966
Fpgs,10.931186,9.186366,10.457251,11.895705
CG11085,0,0,0,0
CG15728,0,0,0,0
Aven,21.753599,16.508625,19.074895,16.532416
CG2540,8.592195,5.3245,9.954811,4.701578
Tomosyn,7.030156,10.381951,10.461392,10.615683
CG15725,3.158791,0.655103,3.083361,0.959496
CG4004,66.574403,67.016083,58.202531,51.262913
CG12717,9.251293,10.093618,9.988146,9.287998
CG3812,1.269861,1.232862,1.668257,0.801423
CG3775,0.059855,0.011915,0,0
CG4661,0.027205,0.032036,0.219493,0
CG4407,63.854674,47.720323,61.628763,46.611672
CG4404,3.069288,1.570764,1.967954,2.34977
mRpL49,151.853582,97.740083,100.221455,120.443335
Brms1,78.725621,67.524008,89.196757,66.780039
CG4645,59.371045,81.687695,73.914812,53.338771
hec,0,0,0,0
CG15721,0,0,0,0
CG12716,0,0,0,0
CG15719,0,0,0,0
CG2209,0,0,0,0
CG12715,0,0.013516,0.073562,0.076446
CG2200,67.441855,56.917702,51.315933,54.908386
Fer3HCH,0.604061,0,0.051139,0.337022
CG15717,283.168434,210.035665,226.687072,213.587601
MFS10,7.769849,8.459142,6.795199,8.682621
CG4318,0,0,0,0
CG4332,74.810505,81.182207,74.007201,67.932048
CG12096,71.331802,54.844467,78.33481,56.214166
CG12723,0.14449,0.014402,0,0.061996
CG2453,12.136175,11.505318,13.093069,15.079623
CG15742,0,0.331776,0,0.110658
CG15743,101.641846,92.429807,83.151384,71.612035
CG15744,4.650175,9.58701,3.179076,12.542462
CG1764,30.060018,25.825219,29.084006,16.943462
CG1622,126.052152,89.422388,156.590019,110.788086
CG15747,13.615586,10.473791,11.866595,11.664921
dmrt11E,0.03683,0,0,0.190311
CG1640,77.502817,90.905405,88.259936,82.803033
Rbp1-like,116.829745,108.3175,131.616173,95.392067
Tim9a,225.038494,172.937877,178.229081,200.177541
CG1662,48.922637,30.815389,39.302464,28.75745
CG1673,6.503378,8.901717,8.105116,10.770636
CG12725,0,0,0,0
GstT4,62.595757,46.133209,40.87848,70.094169
CG1998,67.731257,71.904605,62.33347,77.326343
Set2,3.726929,3.495519,3.012578,6.311647
CG15754,0,0,0,0.147789
CG15756,1.267976,7.273912,1.19525,3.486455
Cpr12A,192.803078,284.452011,175.699374,255.096367
CG11816,0,0,0,0
CG11178,16.482069,20.558589,18.893284,21.33542
Ndc80,29.31305,18.140312,22.527528,22.386246
BthD,21.352899,11.305985,13.799645,17.556524
tth,34.891045,45.298428,42.081059,42.258074
Tango2,23.359415,27.253886,30.872701,26.666166
CG2691,16.821505,21.275397,18.908689,30.458188
NFAT,12.387798,17.874574,11.383751,17.306372
DNAlig4,5.885441,5.407372,5.275164,4.17045
CG11164,37.881455,17.817939,27.393117,29.731362
CG15760,0,0.027478,0,0.243284
CG11162,0,0,0,0
CG12177,19.939389,20.3805,11.902131,22.948764
CG11158,8.779634,7.089629,5.879986,11.199035
Nadsyn,11.047905,12.607745,8.650179,14.370098
CG9941,30.733954,50.488911,52.939524,43.989837
CG11134,100.488487,59.588287,65.03324,64.609028
CG11151,169.254991,177.563884,130.303191,137.565698
Pdcd4,582.5049,518.931196,590.212313,547.339824
CtsB1,312.672247,309.265764,321.364433,276.801706
CG11103,50.645565,36.13078,44.692066,31.313309
CG10993,0.238179,0.743177,0.054211,0.214311
CG10996,0.332262,0.100501,0,0.036137
CG11095,11.608977,7.347988,5.488436,7.505953
Clic,731.212416,597.411861,881.892619,536.698889
jub,38.356807,59.310403,43.282949,45.855855
CG11068,0.193676,0,0.429963,0.197491
CG12480,0,0,0,0
betaNACtes1,0,0,0,0
CG1368,20.472949,21.244014,18.8147,18.855738
CG11581,0.088475,0,0,0.117237
CG11584,0,0,0,0
CG12481,65.767285,44.734448,40.488255,54.356147
CG11585,0,0.201957,0,0.253133
CG13403,0,0.132386,1.982156,14.716954
CG11590,194.326059,93.135,132.846136,121.087954
CG11674,0.083959,0.228895,0,0.472738
mRpL38,114.062121,80.02542,73.956424,105.630477
CG1434,67.306561,42.622698,54.874472,39.943501
Fbxl4,13.055637,13.391306,11.100382,10.590238
mRNA-cap,35.119209,38.428866,45.91094,43.96976
CG1461,0.089558,0.205107,0.320791,0.150223
CG13404,0,0,0,0
CG9400,0,0,0,0
betaNACtes2,0,0,0,0
betaNACtes4,0,0,0,0
CG9411,2.475799,1.980156,2.81412,1.813398
CG12540,0,0,0,0
CG14414,45.367188,30.921186,35.976637,37.293708
mRpS25,171.780767,127.850846,112.801446,122.988498
nmdyn-D6,11.614798,10.884994,12.085424,9.672379
CG9413,0.4934,0.292209,2.825666,1.941006
